application_id,channel,region,annual_income_k,requested_amount_k,bureau_score,dti_ratio,utilization_rate,delinquency_12m,inquiries_6m,employment_tenure_mo,recent_cash_buffer_mo,thin_file_flag,target_default,pd_estimate,score,decision,reason_1,reason_2,reason_3
APP-00367,direct,west,133.48,13.99,604,0.3368,0.798,0,1,40.2,6.8,0,0,0.473302,590,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00368,branch,northeast,85.85,10.6,650,0.141,0.5581,0,1,50.8,2.14,1,0,0.328571,669,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00369,direct,west,92.47,29.09,626,0.2558,0.4211,0,1,34.9,2.89,0,0,0.322935,672,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00370,branch,midwest,107.86,11.28,649,0.4595,0.2098,1,1,58.8,6.0,0,0,0.414501,622,review,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00371,direct,northeast,113.49,21.92,712,0.2879,0.5937,0,0,34.7,5.3,0,0,0.166348,759,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00372,direct,south,103.47,21.43,742,0.2723,0.5393,1,1,39.2,5.45,0,1,0.249767,713,approve,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00373,branch,west,42.52,16.55,660,0.2798,0.8249,2,5,56.0,5.86,1,0,0.75953,432,decline,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING,LOW_BUREAU_SCORE
APP-00374,direct,northeast,102.84,30.72,699,0.4981,0.7426,0,1,55.7,4.94,0,1,0.27954,696,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00375,broker,south,89.74,25.53,711,0.4042,0.1912,0,1,84.9,7.92,0,0,0.164496,760,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00376,direct,northeast,94.95,11.43,729,0.2721,0.4237,0,0,26.8,6.25,0,0,0.135974,775,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-00377,branch,west,71.14,20.05,703,0.5446,0.5622,1,3,37.1,4.68,0,1,0.431433,613,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00378,direct,south,78.33,33.45,615,0.2425,0.6575,0,0,36.4,4.15,0,1,0.356916,654,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00379,direct,northeast,89.47,21.52,699,0.219,0.5014,0,3,80.4,0.4,1,0,0.285679,693,approve,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00380,broker,midwest,88.25,29.11,708,0.4104,0.5112,0,0,93.7,3.66,0,0,0.18718,747,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00381,branch,south,127.23,13.15,699,0.4351,0.6907,1,1,42.0,8.35,1,1,0.447413,604,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00382,broker,northeast,76.3,20.66,711,0.4982,0.5586,0,1,69.7,0.2,0,0,0.22859,724,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00383,branch,northeast,79.46,13.81,705,0.2489,0.3963,1,0,41.8,2.82,1,0,0.292904,689,approve,RECENT_DELINQUENCY,HIGH_DTI,THIN_CREDIT_FILE
APP-00384,direct,northeast,83.13,11.47,619,0.4224,0.6564,0,3,72.3,4.86,1,1,0.581462,530,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00385,branch,midwest,103.02,21.09,674,0.2223,0.8566,1,1,49.4,4.88,0,0,0.39368,633,review,HIGH_UTILIZATION,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00386,branch,west,92.82,26.6,680,0.3784,0.1588,0,0,46.3,5.02,0,1,0.184824,748,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00387,direct,midwest,87.8,19.61,697,0.1991,0.6845,1,0,71.5,2.7,0,1,0.27472,699,approve,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00388,direct,northeast,105.22,8.77,679,0.2646,0.3207,1,1,68.0,7.4,0,0,0.30129,684,approve,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00389,direct,west,88.76,26.78,640,0.3123,0.6111,0,1,64.5,4.9,0,1,0.339026,664,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00390,broker,west,123.59,34.48,679,0.6777,0.4514,0,2,75.6,6.49,0,0,0.35733,653,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00391,direct,south,147.16,27.88,650,0.6485,0.7437,1,1,52.8,5.09,1,0,0.65437,490,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00392,direct,midwest,96.38,28.03,758,0.5054,0.7041,0,3,17.3,0.34,1,0,0.365782,649,review,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00393,broker,midwest,80.61,32.69,709,0.6872,0.3125,0,4,27.0,3.73,1,1,0.398626,631,review,HIGH_DTI,RECENT_CREDIT_SEEKING,THIN_CREDIT_FILE
APP-00394,direct,midwest,129.6,9.51,638,0.5717,0.7276,0,0,66.3,3.65,0,1,0.416052,621,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00395,direct,midwest,105.99,14.13,607,0.3412,0.5941,0,2,80.6,4.36,0,0,0.460085,597,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00396,branch,west,25.77,13.74,774,0.5241,0.627,1,2,34.2,6.4,0,1,0.362411,651,review,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00397,direct,south,165.01,27.61,704,0.4502,0.4144,1,0,32.9,6.05,0,0,0.285574,693,approve,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00398,direct,south,117.23,9.53,607,0.2458,0.6108,0,2,35.3,4.51,0,1,0.431685,613,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00399,branch,west,76.41,19.37,679,0.6072,0.4983,1,2,53.5,5.99,0,1,0.4712,591,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00400,branch,northeast,53.16,12.49,709,0.7889,0.379,0,0,48.8,6.33,0,0,0.254698,710,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00401,direct,west,51.76,20.32,783,0.87,0.726,1,3,53.7,7.84,0,1,0.526181,561,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00402,direct,midwest,94.38,16.23,692,0.5598,0.4959,0,3,85.6,5.88,0,1,0.327534,670,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00403,direct,west,69.53,13.62,629,0.6673,0.3065,1,0,37.3,3.0,0,1,0.522698,563,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00404,branch,midwest,76.88,17.47,667,0.5537,0.6374,0,2,29.7,5.87,0,1,0.381801,640,review,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00405,direct,midwest,97.04,17.94,725,0.167,0.5377,0,2,52.2,4.43,0,0,0.162167,761,approve,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00406,branch,west,76.65,16.39,647,0.4863,0.8326,2,1,54.7,3.08,1,1,0.741046,442,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00407,direct,midwest,64.4,26.53,673,0.5058,0.4592,1,3,25.8,4.85,1,1,0.560376,542,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00408,branch,midwest,115.7,16.9,721,0.4459,0.467,1,2,56.2,3.61,0,1,0.311545,679,approve,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00409,branch,south,62.95,23.2,644,0.2716,0.3,1,1,50.0,5.85,0,0,0.383578,639,review,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00410,broker,northeast,73.24,34.34,731,0.5229,0.791,0,4,2.0,4.18,1,1,0.446396,604,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00411,branch,south,32.03,9.88,646,0.0966,0.9461,1,1,76.4,4.47,0,0,0.44208,607,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00412,direct,northeast,61.86,23.76,658,0.2265,0.8787,0,0,30.1,6.32,0,0,0.289347,691,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00413,branch,northeast,112.75,16.82,654,0.3941,0.6775,0,1,70.7,4.47,0,0,0.341587,662,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00414,broker,south,69.22,7.73,786,0.2145,0.3055,0,1,71.1,4.94,0,0,0.131549,778,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00415,branch,south,108.45,10.05,715,0.4577,0.7474,0,1,67.2,5.78,0,1,0.237244,720,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00416,branch,northeast,88.79,21.32,729,0.1989,0.8145,0,4,49.7,0.71,1,1,0.310816,679,approve,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,THIN_CREDIT_FILE
APP-00417,branch,northeast,96.28,16.56,723,0.2951,0.6125,0,0,59.3,4.34,0,1,0.158032,763,approve,HIGH_UTILIZATION,HIGH_DTI,
APP-00418,branch,west,63.44,23.72,728,0.2257,0.6985,0,0,49.7,4.19,0,0,0.154502,765,approve,HIGH_UTILIZATION,HIGH_DTI,
APP-00419,direct,south,77.79,18.88,673,0.1888,0.6761,0,1,92.9,7.76,0,0,0.243225,716,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00420,broker,south,80.71,20.56,638,0.1649,0.5441,0,1,70.1,2.59,0,1,0.289995,691,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00421,direct,south,98.91,18.33,696,0.5759,0.4091,1,2,47.3,5.73,0,0,0.399563,630,review,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00422,direct,south,51.49,20.12,685,0.6599,0.8575,0,2,53.3,1.81,1,1,0.491969,579,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00423,branch,south,65.42,31.48,745,0.3587,0.6755,0,1,83.5,6.52,0,1,0.196359,742,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00424,broker,south,109.47,14.84,759,0.314,0.9437,2,2,27.0,5.58,1,1,0.563999,540,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00425,branch,midwest,80.99,15.13,672,0.382,0.4446,0,6,40.0,4.61,0,1,0.402808,628,review,RECENT_CREDIT_SEEKING,LOW_BUREAU_SCORE,HIGH_DTI
APP-00426,direct,south,83.19,26.24,651,0.787,0.9041,2,2,57.1,3.82,1,1,0.831562,393,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00427,branch,west,106.5,6.51,743,0.1857,0.5498,0,1,23.2,4.3,0,1,0.150355,767,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00428,direct,midwest,101.94,21.26,667,0.1174,0.4335,0,1,65.0,4.97,0,0,0.20529,737,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00429,broker,northeast,66.39,14.65,721,0.5972,0.1817,1,1,21.3,2.55,0,1,0.285041,693,approve,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00430,broker,south,85.57,24.15,730,0.2121,0.5898,0,0,47.8,2.74,1,0,0.186693,747,approve,HIGH_UTILIZATION,THIN_CREDIT_FILE,HIGH_DTI
APP-00431,branch,midwest,133.19,9.55,697,0.87,0.4164,0,4,22.2,3.6,1,0,0.513812,567,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,THIN_CREDIT_FILE
APP-00432,branch,west,124.93,17.0,687,0.7341,0.4819,0,3,56.5,6.12,1,1,0.471719,591,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00433,broker,northeast,89.31,17.07,656,0.316,0.2313,0,1,64.7,4.71,1,0,0.310926,679,approve,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00434,branch,west,111.07,10.21,663,0.4641,0.7162,1,1,11.8,2.17,1,1,0.580023,531,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00435,branch,northeast,119.75,21.04,708,0.636,0.7905,3,2,28.7,4.13,1,1,0.77363,425,decline,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00436,direct,west,60.39,12.96,636,0.3343,0.4107,0,2,33.0,4.1,1,0,0.428053,615,review,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00437,direct,south,105.32,16.17,690,0.2986,0.8301,1,0,52.0,2.44,0,0,0.342832,661,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00438,broker,west,87.03,25.35,695,0.2406,0.7307,0,4,101.4,4.11,1,0,0.368585,647,review,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,THIN_CREDIT_FILE
APP-00439,direct,west,115.05,3.0,692,0.8512,0.6948,0,1,46.1,5.24,0,1,0.392759,634,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00440,direct,west,108.47,7.63,731,0.3151,0.4352,0,0,82.9,6.61,0,0,0.143975,771,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-00441,branch,midwest,103.44,22.99,710,0.5938,0.559,0,2,70.8,10.18,0,0,0.279446,696,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00442,branch,midwest,88.14,19.26,606,0.1784,0.8928,1,1,57.3,0.38,1,1,0.643941,496,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00443,broker,south,107.9,21.02,646,0.3643,0.7517,0,0,82.3,6.14,0,1,0.335437,666,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00444,branch,northeast,87.46,19.04,729,0.2949,0.4287,0,1,59.1,5.07,0,0,0.156469,764,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00445,branch,west,78.65,12.59,685,0.3844,0.8181,0,3,44.8,4.32,0,1,0.34714,659,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00446,branch,midwest,109.29,26.34,683,0.5912,0.8105,0,3,38.5,4.85,1,0,0.49774,576,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00447,broker,midwest,70.15,26.71,673,0.3733,0.5103,0,0,28.4,3.57,0,1,0.241309,717,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00448,broker,northeast,57.08,20.51,671,0.4634,0.8257,1,5,33.4,6.37,1,1,0.67905,477,decline,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,HIGH_DTI
APP-00449,branch,midwest,72.92,20.03,653,0.0814,0.7958,1,0,54.2,4.34,0,1,0.360432,652,review,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00450,direct,northeast,89.51,16.4,769,0.4152,0.5068,0,1,36.2,6.43,1,0,0.243535,716,approve,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00451,branch,northeast,93.32,8.74,791,0.4876,0.2316,1,4,68.6,4.86,0,0,0.341125,662,approve,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00452,branch,midwest,82.36,25.47,720,0.3002,0.4605,1,0,25.2,5.36,1,0,0.284317,694,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00453,branch,midwest,79.26,13.8,706,0.4799,0.4192,2,2,54.5,3.38,0,0,0.47382,589,decline,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00454,direct,northeast,94.62,32.98,687,0.1844,0.5163,0,1,40.0,5.62,0,0,0.195706,742,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00455,broker,south,116.0,13.49,593,0.4021,0.8004,0,1,31.3,3.3,1,1,0.605823,517,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00456,direct,midwest,88.99,34.38,686,0.2081,0.9294,0,1,72.6,4.51,1,1,0.326768,670,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00457,branch,northeast,81.64,28.79,662,0.4668,0.4436,1,3,11.4,6.46,0,0,0.515058,567,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00458,branch,midwest,60.49,29.52,665,0.1502,0.4661,0,2,24.4,3.58,0,1,0.243577,716,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00459,direct,midwest,103.9,13.23,716,0.6,0.7158,1,5,28.6,2.98,1,0,0.590935,525,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00460,branch,west,118.2,23.94,697,0.6798,0.7817,0,1,2.0,3.82,1,1,0.460874,597,decline,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00461,branch,midwest,87.38,28.3,613,0.4685,0.5611,3,1,36.0,5.04,1,1,0.846988,384,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00462,branch,south,113.14,23.83,710,0.3014,0.4866,1,3,33.7,8.21,0,1,0.324148,672,approve,RECENT_DELINQUENCY,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00463,direct,midwest,24.0,12.75,684,0.3587,0.8911,1,2,18.7,0.2,1,1,0.542536,552,decline,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00464,broker,midwest,60.79,4.44,674,0.2875,0.7169,0,1,48.2,0.74,0,0,0.272481,700,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00465,direct,midwest,122.02,3.0,756,0.1167,0.4614,0,1,60.8,6.69,0,0,0.130296,778,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00466,branch,midwest,118.88,18.5,719,0.2953,0.5898,0,5,18.3,7.3,0,0,0.271557,701,approve,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,HIGH_DTI
APP-00467,direct,northeast,101.81,19.6,567,0.4812,0.6793,3,0,45.5,6.73,0,1,0.864112,375,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00468,direct,northeast,87.51,17.86,737,0.5829,0.4474,0,1,41.7,8.02,0,0,0.216799,731,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00469,branch,midwest,82.24,28.48,700,0.2685,0.6943,1,1,50.2,6.91,0,1,0.315989,676,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00470,direct,west,75.67,24.04,684,0.3873,0.9034,0,1,37.0,0.2,0,0,0.307592,681,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00471,branch,south,170.96,38.15,786,0.1788,0.5637,0,1,33.9,4.63,0,0,0.149776,768,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00472,branch,midwest,65.31,15.99,659,0.5982,0.3393,1,1,66.9,3.87,0,1,0.458475,598,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00473,broker,northeast,74.37,17.29,756,0.5717,0.3619,1,3,20.3,7.0,1,1,0.445836,605,decline,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00474,direct,west,113.61,18.24,742,0.06,0.1591,0,4,53.2,4.95,0,0,0.139783,773,approve,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,HIGH_DTI
APP-00475,branch,midwest,71.88,13.26,643,0.5554,0.2735,1,1,53.0,3.39,0,0,0.474064,589,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00476,broker,west,97.63,28.03,687,0.4822,0.8897,0,3,55.5,6.38,1,1,0.465857,594,decline,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00477,branch,west,91.97,16.08,716,0.3561,0.392,0,1,91.7,2.78,0,0,0.16962,757,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00478,broker,midwest,108.08,17.76,738,0.351,0.792,1,1,80.6,5.66,0,1,0.310064,679,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00479,direct,midwest,142.4,10.28,592,0.7115,0.157,0,1,38.6,3.69,0,0,0.507408,571,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00480,branch,midwest,89.23,15.16,634,0.4496,0.6203,1,3,64.8,5.23,0,1,0.593253,524,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00481,direct,northeast,93.61,15.1,639,0.3041,0.4221,0,3,51.9,6.27,0,0,0.365055,649,review,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00482,direct,midwest,83.11,29.01,692,0.469,0.5422,0,1,65.2,4.56,0,0,0.256283,709,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00483,direct,northeast,88.05,30.29,665,0.2515,0.5724,0,0,55.9,7.24,0,1,0.235849,720,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00484,direct,south,83.59,27.17,746,0.2229,0.436,2,2,2.0,8.52,0,0,0.396375,632,review,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00485,branch,midwest,83.8,15.88,703,0.3033,0.8522,0,1,54.9,5.01,0,0,0.23757,719,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00486,broker,northeast,78.59,16.7,710,0.6966,0.9281,0,1,63.6,3.88,1,1,0.419396,619,review,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00487,direct,west,87.67,21.14,723,0.4423,0.9188,2,2,47.8,5.64,0,0,0.520029,564,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00488,direct,northeast,97.81,18.41,669,0.2804,0.3933,0,1,12.1,6.13,0,0,0.250082,712,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00489,branch,midwest,82.11,13.93,758,0.2789,0.5412,0,2,45.1,3.86,0,0,0.183989,749,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00490,broker,northeast,138.01,14.21,604,0.2418,0.6787,1,1,63.2,3.51,1,0,0.630403,503,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00491,branch,midwest,76.49,13.97,643,0.5401,0.5877,0,4,40.1,3.66,1,0,0.576298,533,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00492,branch,northeast,96.73,15.41,697,0.3199,0.2015,0,3,50.6,3.03,1,0,0.270745,701,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,THIN_CREDIT_FILE
APP-00493,direct,west,88.77,27.97,720,0.1184,0.3561,1,1,75.6,7.56,0,0,0.190441,745,approve,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00494,branch,northeast,90.66,16.09,651,0.6339,0.2262,0,2,54.0,2.75,0,1,0.372759,645,review,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00495,direct,northeast,105.42,16.9,781,0.2435,0.685,0,5,85.3,6.2,0,0,0.261872,706,approve,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,HIGH_DTI
APP-00496,branch,south,59.61,28.86,599,0.3538,0.7091,0,1,73.4,8.63,0,1,0.475212,589,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00497,branch,northeast,124.57,20.37,726,0.6689,0.3924,1,1,52.9,6.42,1,0,0.413012,623,review,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00498,branch,midwest,111.31,13.37,708,0.4743,0.8002,0,0,90.9,6.36,0,0,0.238616,719,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00499,branch,midwest,93.43,23.77,696,0.6238,0.8191,0,0,102.3,3.2,0,0,0.306316,682,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00500,direct,northeast,93.9,21.99,726,0.5336,0.0683,1,1,45.7,7.17,0,1,0.247427,714,approve,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00501,direct,west,40.76,16.46,671,0.4923,0.4539,2,1,34.7,1.11,1,1,0.62524,506,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00502,direct,midwest,57.79,22.02,688,0.7908,0.8754,1,1,30.9,4.56,1,1,0.628331,504,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00503,direct,northeast,104.43,21.1,679,0.345,0.405,0,1,45.4,6.84,0,0,0.231739,723,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00504,direct,south,129.4,23.27,685,0.4174,0.6674,0,0,67.9,5.13,0,0,0.250969,712,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00505,branch,west,87.99,33.34,722,0.258,0.4062,0,3,36.9,4.88,0,1,0.183696,749,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-00506,direct,northeast,71.08,24.92,682,0.5457,0.5814,0,1,41.9,1.87,1,0,0.37854,642,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00507,branch,south,67.31,15.49,657,0.381,0.7072,0,1,51.0,5.07,0,0,0.335611,665,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00508,branch,northeast,140.28,15.97,760,0.5044,0.8423,0,2,55.8,4.23,0,0,0.277773,697,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00509,direct,midwest,120.51,7.34,704,0.401,0.3927,0,1,49.9,5.56,1,0,0.255476,709,approve,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00510,direct,west,96.15,13.08,652,0.06,0.6058,0,2,19.0,1.15,0,0,0.274821,699,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00511,broker,west,36.16,12.51,665,0.1905,0.5083,1,0,67.5,6.09,0,1,0.315038,677,approve,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_UTILIZATION
