loan_id,segment_id,segment_name,current_balance,orig_balance,remaining_term_quarters,risk_rating,fico,ltv_ratio,dti_ratio,dscr,utilization_rate,payment_shock_index,delinquency_flag,collateral_buffer,region
RRB-00174,commercial_real_estate,Commercial Real Estate,567375.93,799425.72,18,6,760,0.5501,0.3325,0.9696,0.6857,0.1278,0,0.8833,Mountain
RRB-00175,commercial_real_estate,Commercial Real Estate,986348.51,1420532.69,17,4,699,0.6412,0.3893,1.5609,0.7231,0.1932,0,1.1132,Midwest
RRB-00176,commercial_real_estate,Commercial Real Estate,1329894.71,1896195.22,16,3,755,0.5357,0.3048,1.0638,0.3843,0.2373,0,0.9146,Midwest
RRB-00177,commercial_real_estate,Commercial Real Estate,2146483.24,2464808.77,11,6,766,0.5657,0.3893,1.0421,0.4969,0.1,0,1.1302,Mountain
RRB-00178,commercial_real_estate,Commercial Real Estate,783147.85,1004267.33,16,6,648,0.5805,0.3432,1.5144,0.5197,0.1024,1,0.8508,Southeast
RRB-00179,commercial_real_estate,Commercial Real Estate,1925097.96,2277091.91,12,4,653,0.5201,0.2559,1.1046,0.2205,0.0853,0,0.923,Southeast
RRB-00180,commercial_real_estate,Commercial Real Estate,1781836.68,2365402.85,7,5,654,0.637,0.1891,0.9973,0.3943,0.1847,0,0.8627,Midwest
RRB-00181,commercial_real_estate,Commercial Real Estate,966009.37,1058677.14,8,5,696,0.8007,0.4331,1.5696,0.5236,0.1573,0,0.9343,Northeast
RRB-00182,commercial_real_estate,Commercial Real Estate,1372752.04,1862732.8,6,6,649,0.7679,0.3176,1.4126,0.6896,0.1126,0,1.1288,Northeast
RRB-00183,commercial_real_estate,Commercial Real Estate,302126.96,340217.51,15,3,760,0.651,0.3354,1.3072,0.6312,0.2132,0,1.0956,Midwest
RRB-00184,commercial_real_estate,Commercial Real Estate,2163270.67,2350071.25,10,3,673,0.7114,0.2867,1.0092,0.7393,0.1517,0,1.0163,Midwest
RRB-00185,commercial_real_estate,Commercial Real Estate,1210453.71,1319120.22,14,3,753,0.7491,0.4178,1.298,0.5846,0.2166,0,1.0128,Southeast
RRB-00186,commercial_real_estate,Commercial Real Estate,549669.21,594950.62,6,6,702,0.5425,0.2586,1.6142,0.5952,0.0213,0,1.0198,Northeast
RRB-00187,commercial_real_estate,Commercial Real Estate,1797123.67,2116554.94,7,7,665,0.7252,0.36,1.0557,0.6912,0.1949,0,0.9915,Northeast
RRB-00188,commercial_real_estate,Commercial Real Estate,1949215.39,2299467.79,9,3,672,0.7083,0.4585,0.9969,0.716,0.2399,1,1.079,Midwest
RRB-00189,commercial_real_estate,Commercial Real Estate,1686185.21,2340489.65,8,7,677,0.8037,0.4507,1.3097,0.5847,0.0797,0,0.7835,Northeast
RRB-00190,commercial_real_estate,Commercial Real Estate,2166895.6,2600903.02,20,7,733,0.7559,0.3389,1.146,0.3517,0.1695,0,0.8887,Mountain
RRB-00191,commercial_real_estate,Commercial Real Estate,790680.08,1059582.91,14,8,753,0.7585,0.2571,1.2941,0.552,0.1892,1,1.0615,Southeast
RRB-00192,commercial_real_estate,Commercial Real Estate,1329667.25,1513504.7,12,4,692,0.7178,0.2207,1.4466,0.2495,0.2328,0,1.1064,Mountain
RRB-00193,commercial_real_estate,Commercial Real Estate,1108419.14,1293924.84,18,5,766,0.5894,0.3104,1.4315,0.4958,0.0583,0,0.944,Northeast
RRB-00194,commercial_real_estate,Commercial Real Estate,1494856.74,1979213.93,17,5,726,0.7727,0.3741,1.4998,0.5733,0.0867,0,0.7833,Mountain
RRB-00195,commercial_real_estate,Commercial Real Estate,796966.12,907924.64,6,8,662,0.7236,0.2024,1.1989,0.2957,0.0212,0,0.8467,Northeast
RRB-00196,commercial_real_estate,Commercial Real Estate,1579651.49,2286822.0,19,7,643,0.7772,0.4449,1.2485,0.3036,0.0512,1,0.784,Midwest
RRB-00197,commercial_real_estate,Commercial Real Estate,1161961.96,1339873.2,12,8,714,0.6411,0.3855,1.5273,0.5516,0.1634,0,1.0347,Northeast
RRB-00198,commercial_real_estate,Commercial Real Estate,998262.74,1355094.36,13,3,640,0.8187,0.2734,1.5306,0.5872,0.0614,0,1.0229,Mountain
RRB-00199,commercial_real_estate,Commercial Real Estate,1612806.2,2327018.78,16,7,760,0.7966,0.3729,1.2775,0.7754,0.1933,0,0.7536,Northeast
RRB-00200,commercial_real_estate,Commercial Real Estate,780745.05,911104.42,17,5,724,0.7579,0.2546,1.3797,0.6193,0.1271,0,0.8758,Southeast
RRB-00201,commercial_real_estate,Commercial Real Estate,895034.64,1061740.79,19,5,655,0.6092,0.4068,1.3837,0.6591,0.1518,0,1.0023,Mountain
RRB-00202,commercial_real_estate,Commercial Real Estate,2195621.57,2739402.4,14,4,696,0.578,0.1902,1.0938,0.7614,0.1077,0,1.0861,Midwest
RRB-00203,commercial_real_estate,Commercial Real Estate,1009105.57,1332350.01,13,3,654,0.7333,0.4104,1.1258,0.5753,0.1447,0,1.1196,Mountain
RRB-00204,commercial_real_estate,Commercial Real Estate,909389.47,1294093.42,12,6,668,0.645,0.4544,1.612,0.5971,0.1787,0,0.7572,Northeast
RRB-00205,commercial_real_estate,Commercial Real Estate,2131051.18,2382773.26,14,6,746,0.71,0.3842,1.4176,0.7189,0.1122,0,1.1205,Southeast
RRB-00206,commercial_real_estate,Commercial Real Estate,2077201.42,2835940.25,17,8,718,0.642,0.4051,1.4638,0.7245,0.1653,0,0.8406,Northeast
RRB-00207,commercial_real_estate,Commercial Real Estate,2044075.03,2932155.72,14,7,712,0.8339,0.2469,1.1395,0.5563,0.1214,0,0.9078,Northeast
RRB-00208,commercial_real_estate,Commercial Real Estate,441506.15,470361.51,8,4,661,0.6657,0.3066,1.2624,0.4681,0.1006,0,1.1017,Southeast
RRB-00209,commercial_real_estate,Commercial Real Estate,1818588.88,2072415.84,13,7,751,0.7386,0.4682,1.105,0.2448,0.1675,0,0.8346,Midwest
RRB-00210,commercial_real_estate,Commercial Real Estate,660077.83,783337.28,9,7,642,0.5953,0.3385,1.2981,0.7404,0.0854,0,0.8793,Midwest
RRB-00211,commercial_real_estate,Commercial Real Estate,1515167.37,2149282.65,15,7,769,0.7187,0.2446,0.9697,0.6129,0.0459,0,0.869,Midwest
RRB-00212,commercial_real_estate,Commercial Real Estate,1919592.59,2071668.51,14,4,736,0.5331,0.3558,1.5748,0.581,0.1163,0,1.0881,Northeast
RRB-00213,commercial_real_estate,Commercial Real Estate,1706070.06,2037611.75,14,6,742,0.7961,0.2815,1.1717,0.4071,0.0669,0,0.9179,Southeast
RRB-00214,commercial_real_estate,Commercial Real Estate,365276.65,482227.17,9,8,655,0.607,0.193,1.1569,0.3097,0.1001,0,0.8652,Northeast
RRB-00215,commercial_real_estate,Commercial Real Estate,1408869.49,1863860.91,8,3,713,0.5826,0.2012,1.0771,0.6376,0.0639,0,0.8681,Northeast
RRB-00216,commercial_real_estate,Commercial Real Estate,583586.63,742462.25,7,8,721,0.786,0.4352,1.37,0.5332,0.1629,0,0.7565,Northeast
RRB-00217,commercial_real_estate,Commercial Real Estate,1864726.52,2701253.15,15,5,694,0.666,0.3492,1.3933,0.3681,0.0403,0,1.1465,Southeast
RRB-00218,commercial_real_estate,Commercial Real Estate,691951.13,810317.96,14,4,739,0.7612,0.3151,1.2847,0.3412,0.0371,0,1.0672,Midwest
RRB-00219,commercial_real_estate,Commercial Real Estate,651487.76,731293.72,13,6,714,0.6941,0.3481,1.4175,0.5494,0.1725,0,0.9089,Midwest
RRB-00220,commercial_real_estate,Commercial Real Estate,942732.59,1106424.77,16,3,757,0.5945,0.257,1.0871,0.6139,0.1392,0,1.09,Midwest
RRB-00221,commercial_real_estate,Commercial Real Estate,1324730.52,1421701.98,16,3,716,0.5721,0.2882,1.1333,0.2435,0.1798,0,0.9813,Southeast
RRB-00222,commercial_real_estate,Commercial Real Estate,2011081.5,2184471.45,11,7,748,0.6078,0.2769,1.1033,0.2385,0.166,0,1.0953,Southeast
RRB-00223,commercial_real_estate,Commercial Real Estate,598286.42,697524.54,8,4,692,0.7679,0.3106,1.592,0.6803,0.167,0,0.9195,Northeast
RRB-00224,commercial_real_estate,Commercial Real Estate,1888577.75,2487990.09,11,8,724,0.789,0.4122,1.4195,0.3133,0.0392,1,0.8488,Mountain
RRB-00225,commercial_real_estate,Commercial Real Estate,1070812.03,1167668.01,20,5,674,0.5765,0.2748,1.5659,0.4141,0.1819,0,1.0037,Southeast
RRB-00226,commercial_real_estate,Commercial Real Estate,2188337.22,2853117.15,15,8,690,0.5347,0.2846,1.5665,0.4496,0.1593,0,0.7764,Southeast
RRB-00227,commercial_real_estate,Commercial Real Estate,1490395.72,1894323.1,14,5,691,0.7707,0.2315,1.2319,0.5338,0.0874,0,0.9427,Midwest
RRB-00228,commercial_real_estate,Commercial Real Estate,681234.28,834494.91,10,7,728,0.6181,0.4153,1.0715,0.6722,0.0253,0,0.9158,Midwest
RRB-00229,commercial_real_estate,Commercial Real Estate,1241130.3,1721720.57,18,7,759,0.6609,0.394,1.0065,0.5014,0.2383,0,1.1112,Mountain
RRB-00230,commercial_real_estate,Commercial Real Estate,1696859.32,2167665.65,10,5,680,0.7438,0.4151,0.9839,0.2781,0.0545,0,0.8086,Southeast
RRB-00231,commercial_real_estate,Commercial Real Estate,1870840.76,1974357.56,11,6,687,0.7032,0.3287,1.6483,0.7267,0.0205,0,0.8649,Mountain
RRB-00232,commercial_real_estate,Commercial Real Estate,1160907.22,1616059.82,8,3,682,0.6135,0.3101,1.5363,0.3022,0.0674,0,0.9559,Southeast
RRB-00233,commercial_real_estate,Commercial Real Estate,986508.23,1348057.26,20,3,669,0.5519,0.2688,1.06,0.4274,0.0931,0,0.789,Mountain
RRB-00234,commercial_real_estate,Commercial Real Estate,1685554.29,1889503.05,16,6,706,0.6445,0.2243,1.4558,0.7724,0.0546,0,0.7863,Midwest
RRB-00235,commercial_real_estate,Commercial Real Estate,448128.31,556571.83,18,4,729,0.7768,0.3789,1.4389,0.6781,0.0778,0,0.9861,Midwest
RRB-00236,commercial_real_estate,Commercial Real Estate,1626231.35,1945672.24,13,6,663,0.706,0.4529,0.9579,0.2596,0.0752,0,0.8048,Southeast
RRB-00237,commercial_real_estate,Commercial Real Estate,1021956.68,1320115.8,9,8,698,0.7843,0.3094,1.0932,0.5017,0.1713,0,1.0165,Southeast
RRB-00238,commercial_real_estate,Commercial Real Estate,1604998.96,2321018.19,17,7,741,0.7841,0.2893,1.0346,0.4248,0.2194,0,1.0868,Northeast
RRB-00239,commercial_real_estate,Commercial Real Estate,420453.54,537002.61,19,8,749,0.6546,0.2081,1.4174,0.2325,0.1573,0,1.0995,Midwest
RRB-00240,commercial_real_estate,Commercial Real Estate,742135.19,786115.81,13,8,723,0.7618,0.3152,1.0419,0.4941,0.1269,0,0.8579,Northeast
RRB-00241,commercial_real_estate,Commercial Real Estate,812121.46,902825.03,12,3,731,0.7867,0.4177,1.1509,0.4041,0.0686,0,0.7687,Mountain
RRB-00242,commercial_real_estate,Commercial Real Estate,843395.89,1209831.95,18,8,653,0.7303,0.4052,1.0697,0.3173,0.2136,0,0.9054,Northeast
RRB-00243,commercial_real_estate,Commercial Real Estate,2136563.1,3040709.55,8,5,690,0.5897,0.4019,1.4161,0.2235,0.1492,0,0.8075,Mountain
RRB-00244,commercial_real_estate,Commercial Real Estate,1915313.62,2370523.14,15,7,691,0.7893,0.4601,1.1365,0.7594,0.2107,1,0.8382,Southeast
RRB-00245,commercial_real_estate,Commercial Real Estate,419030.5,603977.02,11,3,651,0.7412,0.3467,1.2605,0.6526,0.1705,0,0.9926,Southeast
RRB-00246,commercial_real_estate,Commercial Real Estate,1375488.45,1471646.56,13,8,660,0.7572,0.3037,1.5448,0.683,0.055,0,0.9462,Southeast
RRB-00247,commercial_real_estate,Commercial Real Estate,2104144.78,2950720.35,6,7,717,0.5839,0.2324,1.134,0.5076,0.189,0,0.8171,Southeast
RRB-00248,commercial_real_estate,Commercial Real Estate,1830662.72,2605828.12,15,8,688,0.6489,0.2906,0.9937,0.4348,0.0456,0,0.9021,Midwest
RRB-00249,commercial_real_estate,Commercial Real Estate,347083.19,475835.17,18,6,743,0.817,0.4594,1.1707,0.5181,0.0832,0,0.8906,Midwest
RRB-00250,commercial_real_estate,Commercial Real Estate,1693279.31,2067330.6,16,3,695,0.8283,0.4277,1.3472,0.7483,0.1959,0,0.8801,Northeast
RRB-00251,commercial_real_estate,Commercial Real Estate,1772212.01,2419149.3,8,4,694,0.7751,0.3151,1.6384,0.7004,0.1157,0,1.1143,Mountain
RRB-00252,commercial_real_estate,Commercial Real Estate,2009272.16,2637404.19,8,4,707,0.5987,0.3672,1.2053,0.7388,0.15,0,1.0822,Northeast
RRB-00253,commercial_real_estate,Commercial Real Estate,1383955.42,1725485.62,16,5,679,0.7382,0.3839,1.4431,0.3334,0.0317,0,0.8769,Northeast
RRB-00254,commercial_real_estate,Commercial Real Estate,1102513.04,1355960.24,12,8,755,0.7946,0.4509,1.1142,0.5969,0.1293,0,0.7843,Southeast
RRB-00255,commercial_real_estate,Commercial Real Estate,608011.77,862920.22,20,7,763,0.7612,0.2652,1.0905,0.4984,0.0508,0,0.8605,Northeast
RRB-00256,commercial_real_estate,Commercial Real Estate,1409327.17,1823788.96,8,6,684,0.6188,0.3526,1.5135,0.7182,0.223,0,0.931,Northeast
RRB-00257,commercial_real_estate,Commercial Real Estate,796103.21,863354.39,12,7,719,0.5785,0.2183,1.3267,0.5115,0.0804,0,0.9282,Northeast
RRB-00258,commercial_real_estate,Commercial Real Estate,811766.25,1093423.69,17,4,759,0.758,0.4616,0.9934,0.3174,0.2061,1,0.9066,Mountain
RRB-00259,commercial_real_estate,Commercial Real Estate,1284183.58,1690650.47,11,4,685,0.5971,0.329,0.9689,0.5828,0.2148,0,1.1167,Mountain
RRB-00260,commercial_real_estate,Commercial Real Estate,393237.53,448584.26,13,4,738,0.6555,0.2726,1.2948,0.5729,0.194,0,0.9843,Mountain
RRB-00261,commercial_real_estate,Commercial Real Estate,1199385.14,1521022.23,11,6,675,0.533,0.29,1.5471,0.4681,0.1961,0,0.8618,Mountain
RRB-00262,commercial_real_estate,Commercial Real Estate,740874.2,879583.04,18,4,655,0.626,0.4081,1.52,0.744,0.1377,0,0.8579,Mountain
RRB-00263,commercial_real_estate,Commercial Real Estate,1151300.75,1274516.52,15,6,718,0.8397,0.4618,1.5387,0.2885,0.2396,0,1.0417,Southeast
RRB-00264,commercial_real_estate,Commercial Real Estate,616407.99,666811.3,11,4,705,0.546,0.4766,1.0516,0.6094,0.1439,0,1.044,Midwest
RRB-00265,commercial_real_estate,Commercial Real Estate,1704423.48,1839104.96,15,4,653,0.7493,0.2152,1.6045,0.6139,0.1464,0,1.0794,Mountain
RRB-00266,commercial_real_estate,Commercial Real Estate,1934316.96,2053241.33,18,8,736,0.5499,0.3422,1.4551,0.6956,0.0484,0,1.0888,Southeast
RRB-00267,commercial_real_estate,Commercial Real Estate,1599845.14,1908991.48,7,7,685,0.7165,0.2167,1.3057,0.7078,0.1449,1,0.8867,Mountain
RRB-00268,commercial_real_estate,Commercial Real Estate,1994060.93,2722079.39,6,3,696,0.6304,0.2079,1.4549,0.4662,0.1467,0,0.9029,Midwest
RRB-00269,commercial_real_estate,Commercial Real Estate,1974620.36,2170505.33,9,3,688,0.7225,0.3591,1.1428,0.2931,0.1011,0,0.9401,Southeast
RRB-00270,commercial_real_estate,Commercial Real Estate,1399000.18,1721640.73,7,5,742,0.7144,0.4605,1.197,0.5046,0.0941,0,1.049,Midwest
RRB-00271,commercial_real_estate,Commercial Real Estate,1715355.08,1916183.89,14,4,718,0.6246,0.3049,1.6385,0.2496,0.1753,0,0.9478,Midwest
RRB-00272,commercial_real_estate,Commercial Real Estate,528506.38,735462.34,10,7,646,0.6508,0.4535,1.2581,0.2882,0.224,0,0.7501,Northeast
RRB-00273,commercial_real_estate,Commercial Real Estate,1333771.7,1584285.97,10,3,643,0.812,0.2438,1.3042,0.6125,0.2311,0,0.9155,Northeast
RRB-00274,commercial_real_estate,Commercial Real Estate,2135111.36,2411585.35,9,3,666,0.5652,0.426,1.544,0.4277,0.2344,0,0.7993,Mountain
RRB-00275,commercial_real_estate,Commercial Real Estate,1702598.3,2229102.37,16,7,688,0.8099,0.459,1.1248,0.3062,0.0897,0,1.0382,Mountain
RRB-00276,commercial_real_estate,Commercial Real Estate,2140486.93,2796395.74,13,3,733,0.6626,0.386,1.1236,0.2451,0.1305,0,1.0015,Southeast
RRB-00277,commercial_real_estate,Commercial Real Estate,860312.14,1112558.45,16,3,724,0.551,0.4131,1.0898,0.7735,0.1513,0,1.1222,Midwest
RRB-00278,commercial_real_estate,Commercial Real Estate,537942.12,565117.24,10,3,709,0.6873,0.3099,1.4619,0.3352,0.1934,0,0.8113,Midwest
RRB-00279,commercial_real_estate,Commercial Real Estate,373535.92,436104.2,17,6,651,0.6827,0.3467,1.1761,0.749,0.2316,0,0.8057,Northeast
RRB-00280,commercial_real_estate,Commercial Real Estate,289829.01,319485.49,16,3,708,0.5364,0.4005,1.2953,0.4226,0.0583,0,0.9322,Southeast
RRB-00281,commercial_real_estate,Commercial Real Estate,1404965.19,1558132.1,18,4,764,0.5709,0.3778,1.1853,0.2626,0.059,0,0.9013,Mountain
RRB-00282,commercial_real_estate,Commercial Real Estate,1624998.67,2065440.12,18,3,689,0.5994,0.2177,1.6082,0.2351,0.0363,0,0.9114,Southeast
RRB-00283,commercial_real_estate,Commercial Real Estate,585707.21,778753.33,7,5,739,0.6941,0.2342,1.6265,0.575,0.1681,0,0.8138,Midwest
RRB-00284,commercial_real_estate,Commercial Real Estate,2106500.01,2426583.7,18,5,739,0.6503,0.1966,1.0314,0.2872,0.1727,0,1.037,Southeast
RRB-00285,commercial_real_estate,Commercial Real Estate,797108.79,864602.03,16,6,640,0.6857,0.23,1.2043,0.3502,0.0538,0,1.0467,Mountain
RRB-00286,commercial_real_estate,Commercial Real Estate,710968.79,1013430.18,18,6,733,0.8339,0.4066,0.9629,0.5145,0.2023,0,0.9329,Southeast
RRB-00287,commercial_real_estate,Commercial Real Estate,1626218.38,2199658.12,14,5,661,0.7598,0.2084,1.0525,0.6207,0.1824,0,0.9734,Northeast
RRB-00288,commercial_real_estate,Commercial Real Estate,300920.05,426657.12,7,6,661,0.6955,0.469,0.9667,0.7072,0.029,0,1.1002,Mountain
RRB-00289,commercial_real_estate,Commercial Real Estate,1156988.63,1499051.12,20,7,661,0.5757,0.3901,1.4511,0.725,0.1619,0,0.863,Mountain
RRB-00290,commercial_real_estate,Commercial Real Estate,1554288.0,1875958.31,9,8,705,0.5908,0.2961,1.634,0.2666,0.0552,0,1.0279,Northeast
RRB-00291,commercial_real_estate,Commercial Real Estate,1342573.07,1699209.63,7,8,652,0.6868,0.3818,1.6101,0.6833,0.0299,0,1.0799,Northeast
RRB-00292,commercial_real_estate,Commercial Real Estate,703661.3,1009847.04,19,7,768,0.5218,0.4252,1.6115,0.3232,0.0678,0,1.1453,Southeast
RRB-00293,commercial_real_estate,Commercial Real Estate,1824667.38,1962262.33,15,4,729,0.7053,0.2087,1.2773,0.3066,0.0697,1,0.9726,Northeast
RRB-00294,commercial_real_estate,Commercial Real Estate,1331785.03,1521656.53,19,5,761,0.7179,0.4504,1.2016,0.2792,0.1054,1,1.0264,Mountain
RRB-00295,commercial_real_estate,Commercial Real Estate,1366971.05,1582441.73,13,6,666,0.6514,0.4528,1.0545,0.5653,0.0311,0,0.9275,Southeast
RRB-00296,commercial_real_estate,Commercial Real Estate,1003680.44,1062079.18,20,4,752,0.6174,0.4671,1.5858,0.692,0.0625,0,1.0267,Mountain
RRB-00297,commercial_real_estate,Commercial Real Estate,2156818.53,2738359.77,8,6,757,0.683,0.2767,1.5341,0.6329,0.1592,0,0.7978,Midwest
RRB-00298,commercial_real_estate,Commercial Real Estate,362569.94,400254.06,19,8,657,0.8221,0.3794,1.3292,0.4744,0.1287,1,0.8369,Southeast
RRB-00299,commercial_real_estate,Commercial Real Estate,744351.2,940175.55,17,6,698,0.7407,0.2224,1.4595,0.2539,0.2068,0,0.9212,Mountain
RRB-00300,commercial_real_estate,Commercial Real Estate,1645077.62,1733311.43,13,6,648,0.7301,0.3095,1.5615,0.6333,0.1162,0,0.8355,Mountain
RRB-00301,commercial_real_estate,Commercial Real Estate,844854.66,1151112.24,17,7,643,0.8261,0.3045,1.5689,0.6057,0.138,0,0.7729,Northeast
RRB-00302,commercial_real_estate,Commercial Real Estate,1721110.18,2061450.76,10,7,713,0.5231,0.3376,1.631,0.4936,0.0671,0,0.7698,Northeast
RRB-00303,commercial_real_estate,Commercial Real Estate,1706560.69,1926256.24,20,7,766,0.7514,0.287,1.4901,0.2337,0.0758,0,0.883,Mountain
RRB-00304,commercial_real_estate,Commercial Real Estate,1056110.79,1225094.21,6,6,763,0.5543,0.249,1.5882,0.3876,0.1749,0,0.9117,Southeast
RRB-00305,commercial_real_estate,Commercial Real Estate,1891678.07,2014402.13,8,8,698,0.615,0.4078,1.0703,0.4079,0.0271,0,0.7537,Northeast
RRB-00306,commercial_real_estate,Commercial Real Estate,1603547.7,1872894.64,13,8,721,0.6661,0.2871,1.1039,0.404,0.1627,0,0.8097,Mountain
RRB-00307,commercial_real_estate,Commercial Real Estate,1562697.24,2189659.52,8,5,762,0.7124,0.3687,1.0619,0.4016,0.0201,0,0.8931,Midwest
RRB-00308,commercial_real_estate,Commercial Real Estate,1312670.05,1547242.49,6,4,643,0.5377,0.3937,1.5455,0.6809,0.1754,0,0.9394,Northeast
RRB-00309,commercial_real_estate,Commercial Real Estate,1359521.5,1947861.75,13,5,674,0.6712,0.3886,1.2561,0.6866,0.2113,1,1.0831,Southeast
RRB-00310,commercial_real_estate,Commercial Real Estate,2045675.17,2699026.55,14,5,682,0.6479,0.4608,1.4555,0.4926,0.0253,0,0.7643,Northeast
RRB-00311,commercial_real_estate,Commercial Real Estate,1868693.85,2290150.34,14,8,734,0.7621,0.2967,1.1526,0.4913,0.1578,0,0.982,Mountain
RRB-00312,commercial_real_estate,Commercial Real Estate,729620.57,813156.55,7,6,642,0.7598,0.3754,1.2919,0.3917,0.0687,0,1.0622,Midwest
RRB-00313,commercial_real_estate,Commercial Real Estate,1987757.06,2696710.77,12,4,749,0.7544,0.3603,0.9898,0.5144,0.1817,0,0.9879,Southeast
RRB-00314,commercial_real_estate,Commercial Real Estate,1438176.06,1704895.41,8,5,735,0.679,0.4674,1.4951,0.3315,0.1534,0,0.8426,Midwest
RRB-00315,commercial_real_estate,Commercial Real Estate,1177643.52,1346778.97,17,8,766,0.7201,0.3488,1.4003,0.7678,0.2283,0,1.0271,Northeast
RRB-00316,commercial_real_estate,Commercial Real Estate,1297738.4,1823900.8,9,8,686,0.5531,0.1991,1.3619,0.3795,0.1929,0,0.8887,Southeast
RRB-00317,commercial_real_estate,Commercial Real Estate,1312296.69,1807314.65,12,8,676,0.6716,0.3762,1.3286,0.4449,0.1293,0,1.0887,Northeast
RRB-00318,commercial_real_estate,Commercial Real Estate,1193034.23,1467883.28,13,8,697,0.5814,0.2457,1.5447,0.6963,0.0778,0,0.9969,Mountain
RRB-00319,commercial_real_estate,Commercial Real Estate,2122986.13,2383089.45,13,5,678,0.6985,0.1927,1.6278,0.6678,0.0535,0,1.1424,Northeast
RRB-00320,commercial_real_estate,Commercial Real Estate,1719768.28,2064695.88,9,4,658,0.6378,0.2932,1.0717,0.3261,0.2279,1,0.9019,Midwest
RRB-00321,commercial_real_estate,Commercial Real Estate,459864.54,620545.48,16,7,721,0.6642,0.4623,1.2079,0.6057,0.1488,0,1.1472,Southeast
RRB-00322,commercial_real_estate,Commercial Real Estate,799552.07,951735.98,12,8,748,0.6087,0.2783,1.4737,0.4113,0.0975,0,0.8704,Northeast
RRB-00323,commercial_real_estate,Commercial Real Estate,965487.72,1050007.45,12,7,724,0.6801,0.3354,0.9835,0.4034,0.0872,0,0.9247,Midwest
RRB-00324,commercial_real_estate,Commercial Real Estate,2162542.5,2469051.63,19,7,695,0.5868,0.389,1.6204,0.5375,0.0432,0,0.8072,Northeast
RRB-00325,commercial_and_industrial,Commercial and Industrial,1437281.24,1560075.46,6,6,672,0.4091,0.2623,1.1735,0.8557,0.1196,0,0.8269,Southeast
RRB-00326,commercial_and_industrial,Commercial and Industrial,1032414.79,1102193.97,4,8,666,0.4727,0.4161,1.1411,0.6747,0.2334,0,0.7622,Midwest
RRB-00327,commercial_and_industrial,Commercial and Industrial,750197.91,813645.6,4,6,719,0.5958,0.1867,0.9744,0.5316,0.127,0,0.8902,Mountain
RRB-00328,commercial_and_industrial,Commercial and Industrial,217939.87,238405.26,10,9,648,0.5214,0.2236,1.5722,0.6822,0.1179,0,1.0095,Northeast
RRB-00329,commercial_and_industrial,Commercial and Industrial,1260372.46,1599887.05,9,5,660,0.3313,0.3212,1.5067,0.6076,0.224,0,0.9779,Southeast
RRB-00330,commercial_and_industrial,Commercial and Industrial,858517.91,1035828.13,13,7,626,0.2654,0.2233,1.3199,0.451,0.1806,0,1.1022,Southeast
RRB-00331,commercial_and_industrial,Commercial and Industrial,1743892.89,1895180.98,4,8,637,0.5846,0.3843,1.3474,0.6882,0.0482,0,0.8863,Mountain
RRB-00332,commercial_and_industrial,Commercial and Industrial,1015304.44,1208034.21,10,7,665,0.4205,0.2532,1.4035,0.7019,0.1698,0,0.975,Mountain
RRB-00333,commercial_and_industrial,Commercial and Industrial,1248049.21,1673487.83,14,7,760,0.2977,0.2048,1.2495,0.734,0.2637,1,0.8438,Northeast
RRB-00334,commercial_and_industrial,Commercial and Industrial,393032.5,557127.94,12,7,733,0.3725,0.1849,1.4196,0.7419,0.1656,0,0.9326,Mountain
RRB-00335,commercial_and_industrial,Commercial and Industrial,1242245.31,1457743.41,6,4,629,0.6782,0.1716,1.0859,0.6483,0.0876,1,0.8974,Southeast
RRB-00336,commercial_and_industrial,Commercial and Industrial,1446776.95,1751360.19,6,4,631,0.6252,0.2463,1.1003,0.3934,0.1725,0,0.8148,Northeast
RRB-00337,commercial_and_industrial,Commercial and Industrial,1391286.51,1691356.15,16,4,629,0.6791,0.2072,1.0982,0.8222,0.2431,0,1.0755,Midwest
RRB-00338,commercial_and_industrial,Commercial and Industrial,401021.13,488186.65,14,6,625,0.2496,0.2409,1.1539,0.6355,0.2333,0,0.7847,Midwest
RRB-00339,commercial_and_industrial,Commercial and Industrial,725741.5,939285.84,12,5,741,0.6715,0.2393,1.187,0.3102,0.1466,0,0.9298,Northeast
RRB-00340,commercial_and_industrial,Commercial and Industrial,1287145.43,1367024.29,5,4,684,0.4936,0.3066,0.8962,0.7597,0.1256,0,0.9469,Northeast
RRB-00341,commercial_and_industrial,Commercial and Industrial,691924.37,914890.07,8,4,744,0.6755,0.362,1.3433,0.3502,0.0428,1,1.0418,Northeast
RRB-00342,commercial_and_industrial,Commercial and Industrial,1708705.6,2180212.75,15,8,631,0.2949,0.3268,1.3885,0.4564,0.0807,0,0.9606,Northeast
RRB-00343,commercial_and_industrial,Commercial and Industrial,1005400.05,1433905.63,13,9,707,0.3769,0.2292,1.0886,0.6465,0.2533,0,0.821,Midwest
RRB-00344,commercial_and_industrial,Commercial and Industrial,674077.16,913545.34,15,4,697,0.3168,0.415,1.2332,0.363,0.118,0,0.7969,Midwest
RRB-00345,commercial_and_industrial,Commercial and Industrial,1315914.93,1573221.32,13,6,660,0.6783,0.2901,1.3834,0.3748,0.0575,1,0.7882,Midwest
RRB-00346,commercial_and_industrial,Commercial and Industrial,563610.21,668534.39,5,8,645,0.473,0.4016,1.4658,0.4417,0.1055,0,0.8438,Southeast
