account_id,channel,fico_band,ltv_ratio,dti_ratio,payment_shock_index,verified_income_stability,manual_override_flag,self_employed_flag,zip_risk_band
DOC-00350,branch,near_prime,0.6977,0.346,0.1702,0.3486,0,0,elevated
DOC-00351,digital,prime,0.8742,0.3599,0.0554,0.6702,0,0,elevated
DOC-00352,digital,subprime,0.6224,0.2482,0.0565,0.5938,0,0,moderate
DOC-00353,branch,prime,0.7499,0.472,0.1499,0.6181,0,0,low
DOC-00354,branch,prime,0.6879,0.3501,0.0044,,0,0,low
DOC-00355,branch,near_prime,0.7823,0.1191,0.0288,0.7476,0,1,low
DOC-00356,branch,prime,0.6966,0.1262,0.0,0.6433,0,0,moderate
DOC-00357,digital,near_prime,0.7263,0.05,0.1397,0.5749,0,0,low
DOC-00358,digital,near_prime,0.6301,0.37,0.2927,0.7993,0,0,moderate
DOC-00359,digital,prime,0.7966,0.3796,0.3246,,0,0,moderate
DOC-00360,call_center,near_prime,0.685,0.488,0.2402,,1,0,moderate
DOC-00361,digital,near_prime,0.7815,0.252,0.2535,,0,0,low
DOC-00362,digital,near_prime,0.583,0.05,0.2789,,0,0,moderate
DOC-00363,branch,prime,0.6393,0.3593,0.3673,1.0,0,0,moderate
DOC-00364,branch,near_prime,0.7346,0.304,0.5543,0.4295,0,0,elevated
DOC-00365,branch,prime,0.6926,0.2918,0.0103,0.6778,0,1,moderate
DOC-00366,branch,near_prime,0.7521,0.4095,0.2315,,0,0,moderate
DOC-00367,call_center,near_prime,0.7071,0.173,0.1319,0.4148,1,0,low
DOC-00368,call_center,near_prime,0.8542,0.3233,0.0668,0.4839,0,0,elevated
DOC-00369,branch,near_prime,0.8313,0.3064,0.4688,,0,0,moderate
DOC-00370,digital,near_prime,0.8948,0.3861,0.25,0.9862,0,0,elevated
DOC-00371,branch,subprime,0.848,0.5342,0.3266,,0,0,moderate
DOC-00372,call_center,subprime,0.9041,0.1902,0.4334,,0,1,low
DOC-00373,branch,near_prime,0.9031,0.388,0.3506,,0,0,low
DOC-00374,digital,subprime,0.8145,0.3453,0.0022,0.7842,0,1,elevated
DOC-00375,branch,prime,0.7293,0.3596,0.3311,0.9497,0,0,low
DOC-00376,branch,prime,0.7718,0.5291,0.3619,0.7685,0,0,moderate
DOC-00377,branch,near_prime,0.7949,0.5431,0.4723,,0,0,elevated
DOC-00378,call_center,prime,0.6963,0.2567,0.2669,0.5852,0,0,low
DOC-00379,digital,near_prime,0.7336,0.411,0.2174,,0,0,low
DOC-00380,branch,subprime,0.8915,0.3372,0.3532,0.7418,0,0,moderate
DOC-00381,digital,subprime,0.8589,0.2256,0.49,0.683,0,1,elevated
DOC-00382,branch,near_prime,0.6956,0.4309,0.3243,0.4819,0,1,moderate
DOC-00383,branch,prime,0.672,0.3885,0.1502,0.572,0,0,low
DOC-00384,branch,prime,0.7193,0.4835,0.0868,0.5615,0,0,elevated
DOC-00385,call_center,subprime,0.5984,0.3732,0.4756,0.7464,0,0,low
DOC-00386,digital,subprime,0.8893,0.2869,0.2743,0.4567,0,0,low
DOC-00387,digital,prime,0.8247,0.2853,0.2221,,0,0,elevated
DOC-00388,branch,prime,0.6499,0.3319,0.168,0.9155,0,0,elevated
DOC-00389,branch,near_prime,0.7488,0.4409,0.137,,0,0,low
DOC-00390,branch,subprime,0.7025,0.2876,0.4946,,0,1,low
DOC-00391,branch,near_prime,0.9185,0.3683,0.5615,0.7263,0,1,moderate
DOC-00392,call_center,prime,0.6401,0.4158,0.3143,,0,1,elevated
DOC-00393,branch,prime,0.7028,0.6315,0.1235,0.6019,0,0,low
DOC-00394,digital,near_prime,0.9553,0.4003,0.1872,0.7142,0,1,moderate
DOC-00395,digital,prime,0.9617,0.4798,0.1782,0.8732,0,0,elevated
DOC-00396,branch,near_prime,0.954,0.3199,0.1234,,0,1,elevated
DOC-00397,branch,near_prime,0.8174,0.2839,0.2025,0.875,0,0,moderate
DOC-00398,digital,prime,0.7299,0.4544,0.0,0.7431,0,1,moderate
DOC-00399,digital,near_prime,0.6874,0.2341,0.304,0.5339,0,0,low
DOC-00400,digital,subprime,0.8647,0.2447,0.0,0.4788,0,1,moderate
DOC-00401,digital,subprime,0.6931,0.4748,0.167,0.3249,0,0,moderate
DOC-00402,branch,prime,0.7671,0.3057,0.4234,,0,0,moderate
DOC-00403,digital,prime,0.7625,0.3682,0.4075,0.8121,0,0,low
DOC-00404,branch,subprime,0.8899,0.2104,0.3547,0.7088,0,0,moderate
DOC-00405,digital,near_prime,0.7045,0.2993,0.225,0.3749,1,0,low
DOC-00406,call_center,prime,0.8885,0.2637,0.442,0.9067,1,0,moderate
DOC-00407,digital,prime,0.7171,0.2416,0.3489,,0,0,moderate
DOC-00408,digital,near_prime,0.7252,0.4089,0.2811,0.7301,0,0,low
DOC-00409,branch,subprime,0.6583,0.2666,0.0,0.646,0,1,moderate
DOC-00410,branch,near_prime,0.8064,0.2272,0.3535,0.7756,0,0,low
DOC-00411,digital,subprime,0.762,0.2633,0.0,0.9073,0,0,moderate
DOC-00412,branch,prime,0.7906,0.2959,0.3439,0.4473,0,0,moderate
DOC-00413,call_center,prime,0.7445,0.5433,0.4816,,0,0,low
DOC-00414,branch,prime,0.7908,0.2314,0.0018,,0,0,low
DOC-00415,branch,prime,0.9614,0.3145,0.3736,,0,0,low
DOC-00416,digital,near_prime,0.8315,0.4414,0.2773,,0,0,moderate
DOC-00417,branch,near_prime,0.8912,0.1447,0.2576,0.705,0,1,moderate
DOC-00418,branch,near_prime,0.7757,0.3247,0.3392,0.6528,0,0,low
DOC-00419,branch,subprime,0.7778,0.3707,0.0097,0.6978,0,0,moderate
DOC-00420,call_center,prime,0.9099,0.4245,0.1525,0.5369,0,0,elevated
DOC-00421,call_center,prime,1.0778,0.3307,0.2758,0.9099,0,0,moderate
DOC-00422,branch,near_prime,0.7182,0.3085,0.2756,1.0,0,0,low
DOC-00423,branch,prime,0.8345,0.341,0.0,,0,0,low
DOC-00424,branch,near_prime,0.7296,0.2417,0.3427,,0,0,low
DOC-00425,branch,near_prime,0.8394,0.2161,0.4276,,0,0,low
DOC-00426,digital,subprime,0.8036,0.518,0.3303,,0,0,elevated
DOC-00427,call_center,subprime,0.721,0.2991,0.1453,0.1546,0,0,low
DOC-00428,call_center,near_prime,0.6134,0.1951,0.1921,0.4939,0,0,low
DOC-00429,branch,prime,0.6046,0.4383,0.1783,,1,0,low
DOC-00430,branch,prime,0.9266,0.1766,0.1017,0.5094,0,0,low
DOC-00431,digital,near_prime,0.7888,0.2015,0.0024,0.9791,0,0,moderate
DOC-00432,digital,near_prime,0.7838,0.2399,0.3269,0.6341,0,0,low
DOC-00433,call_center,near_prime,0.8465,0.5298,0.282,,0,0,elevated
DOC-00434,branch,subprime,0.7752,0.3536,0.1766,0.4952,1,0,low
DOC-00435,branch,prime,1.0146,0.5038,0.4265,0.8839,0,1,low
DOC-00436,branch,near_prime,0.7979,0.3524,0.0709,1.0,0,0,moderate
DOC-00437,branch,prime,0.8945,0.3348,0.1485,,0,0,low
DOC-00438,digital,subprime,0.8047,0.2593,0.2361,0.5686,0,0,elevated
DOC-00439,digital,prime,0.623,0.3435,0.5767,0.7687,0,0,moderate
DOC-00440,call_center,prime,0.844,0.4609,0.0976,0.1401,0,0,low
DOC-00441,call_center,prime,0.8138,0.4207,0.3692,0.8344,0,0,moderate
DOC-00442,digital,near_prime,0.7328,0.2727,0.4076,0.4718,0,0,moderate
DOC-00443,digital,prime,0.934,0.283,0.2235,0.4506,0,0,low
DOC-00444,call_center,subprime,0.8556,0.4244,0.1209,,0,0,moderate
DOC-00445,call_center,prime,0.8727,0.2863,0.1729,0.7066,0,0,low
DOC-00446,digital,prime,0.6496,0.3101,0.3148,0.705,0,0,elevated
DOC-00447,branch,prime,0.732,0.1527,0.0,,1,1,elevated
DOC-00448,call_center,prime,0.5987,0.2398,0.4991,0.994,0,0,moderate
DOC-00449,digital,prime,0.8489,0.4192,0.2566,,0,0,elevated
DOC-00450,call_center,near_prime,0.9006,0.4163,0.4005,,1,0,low
DOC-00451,digital,prime,0.7181,0.3703,0.1109,,0,0,low
DOC-00452,branch,subprime,1.0382,0.4478,0.4432,,0,0,low
DOC-00453,digital,prime,0.6638,0.1725,0.083,0.4795,1,0,elevated
DOC-00454,branch,prime,0.8103,0.3132,0.0474,,0,0,elevated
DOC-00455,branch,prime,0.5502,0.2664,0.2407,0.9968,0,0,low
DOC-00456,digital,near_prime,0.562,0.3275,0.5451,0.5821,0,0,low
DOC-00457,digital,prime,0.8223,0.6398,0.4147,0.0,0,0,low
DOC-00458,branch,near_prime,0.7965,0.4238,0.2941,0.9108,0,0,moderate
DOC-00459,branch,near_prime,1.0054,0.1199,0.033,1.0,0,0,moderate
DOC-00460,digital,prime,0.8095,0.3513,0.3821,0.6479,0,0,low
DOC-00461,branch,prime,0.9293,0.5016,0.2392,0.3756,0,0,moderate
DOC-00462,call_center,prime,0.6993,0.5943,0.0,,0,0,elevated
DOC-00463,call_center,near_prime,0.8518,0.4389,0.0,0.414,0,0,low
DOC-00464,call_center,near_prime,0.9385,0.4201,0.2661,0.6952,0,0,moderate
DOC-00465,branch,prime,0.7934,0.251,0.2255,0.622,0,0,low
DOC-00466,branch,prime,0.9384,0.217,0.2538,0.8019,0,0,low
DOC-00467,branch,prime,0.9048,0.3394,0.2087,,0,0,elevated
DOC-00468,digital,subprime,0.8149,0.3658,0.2473,,0,0,moderate
DOC-00469,branch,near_prime,0.6706,0.5524,0.0149,,0,0,low
DOC-00470,digital,prime,0.7171,0.5871,0.241,0.4801,0,0,elevated
DOC-00471,branch,prime,0.6014,0.4796,0.3026,0.6109,0,0,elevated
DOC-00472,branch,prime,0.8925,0.2685,0.4132,0.4703,0,0,low
DOC-00473,digital,prime,0.9516,0.2776,0.3151,0.7931,1,1,moderate
DOC-00474,call_center,prime,0.818,0.255,0.2721,,0,0,low
DOC-00475,branch,prime,0.8307,0.3782,0.2227,0.6247,0,0,moderate
DOC-00476,digital,prime,0.5668,0.2486,0.3,0.3256,0,0,low
DOC-00477,digital,near_prime,0.9063,0.1437,0.1128,0.9551,0,0,low
DOC-00478,digital,near_prime,0.6342,0.22,0.2234,0.8269,0,0,low
DOC-00479,digital,near_prime,0.7225,0.2963,0.1805,0.7855,0,0,moderate
DOC-00480,digital,prime,1.0042,0.4612,0.1691,0.6609,0,0,low
DOC-00481,digital,near_prime,0.8375,0.4542,0.3375,0.965,0,0,moderate
DOC-00482,digital,subprime,0.7019,0.3143,0.1144,0.6012,0,0,moderate
DOC-00483,digital,prime,0.691,0.1752,0.3799,,1,1,low
DOC-00484,digital,near_prime,0.8151,0.1564,0.151,0.7855,0,1,low
DOC-00485,digital,near_prime,0.9099,0.5048,0.0451,,0,0,low
DOC-00486,call_center,near_prime,0.8091,0.3243,0.2771,0.8247,1,0,low
DOC-00487,digital,prime,0.7973,0.4139,0.4479,0.4686,0,0,moderate
DOC-00488,call_center,prime,0.839,0.3261,0.4587,,0,0,low
DOC-00489,digital,near_prime,0.8627,0.2965,0.0756,0.6542,0,0,low
DOC-00490,branch,prime,0.6148,0.427,0.158,0.856,0,0,low
DOC-00491,branch,near_prime,0.5833,0.3177,0.1128,0.8428,0,0,low
DOC-00492,branch,near_prime,0.9271,0.4098,0.2594,0.728,0,0,low
DOC-00493,digital,prime,0.7031,0.0877,0.5764,0.9274,0,0,moderate
DOC-00494,digital,prime,0.5472,0.3911,0.0308,,1,0,moderate
DOC-00495,branch,near_prime,0.7276,0.7066,0.1341,,0,0,low
DOC-00496,digital,prime,0.7625,0.3349,0.5227,0.9127,0,0,low
DOC-00497,digital,subprime,0.7446,0.3251,0.0,0.2308,0,0,low
DOC-00498,call_center,subprime,0.9133,0.1924,0.6009,,1,0,elevated
DOC-00499,digital,prime,0.6593,0.3939,0.0692,,0,0,low
DOC-00500,branch,prime,0.7753,0.1952,0.1043,0.71,0,0,low
DOC-00501,digital,near_prime,0.6225,0.2396,0.3953,0.453,0,0,moderate
DOC-00502,branch,near_prime,1.0097,0.2594,0.3162,0.9136,0,1,elevated
DOC-00503,digital,prime,0.651,0.1472,0.1467,0.5549,0,0,elevated
DOC-00504,call_center,subprime,0.5989,0.3864,0.0,1.0,1,0,moderate
DOC-00505,branch,prime,0.8583,0.0948,0.1951,,0,0,low
DOC-00506,digital,near_prime,0.8042,0.4315,0.1438,0.7021,0,0,low
DOC-00507,branch,near_prime,0.6411,0.1446,0.0908,0.2042,0,0,low
DOC-00508,branch,subprime,0.8434,0.2326,0.1507,0.9195,0,0,low
DOC-00509,call_center,prime,0.8648,0.3564,0.0,0.5652,1,0,low
DOC-00510,branch,prime,0.7321,0.2266,0.0718,0.4859,0,0,low
DOC-00511,branch,subprime,0.8408,0.5896,0.08,,0,0,moderate
DOC-00512,digital,prime,0.8828,0.3505,0.0808,,0,0,low
DOC-00513,branch,prime,0.8552,0.4317,0.2023,,0,0,low
DOC-00514,branch,subprime,0.7277,0.3682,0.2244,,0,0,moderate
DOC-00515,branch,prime,0.7729,0.4688,0.0287,0.6309,0,0,moderate
DOC-00516,call_center,prime,0.7295,0.2742,0.246,,0,0,low
DOC-00517,call_center,prime,0.7341,0.3953,0.1205,0.4222,0,0,elevated
DOC-00518,digital,prime,0.7729,0.4107,0.0,0.5496,0,0,low
DOC-00519,branch,prime,0.729,0.538,0.2275,0.338,0,0,low
DOC-00520,call_center,prime,0.7612,0.4473,0.3914,,0,0,low
DOC-00521,digital,subprime,0.764,0.1635,0.1327,,0,0,moderate
DOC-00522,call_center,prime,0.7547,0.1988,0.2639,,0,0,elevated
DOC-00523,branch,prime,0.8385,0.5002,0.0882,0.5754,1,0,moderate
DOC-00524,digital,near_prime,0.6501,0.5385,0.0215,,0,0,low
DOC-00525,call_center,subprime,0.6841,0.5085,0.1916,0.7637,0,0,low
DOC-00526,call_center,prime,0.7137,0.5734,0.0,0.4792,0,0,low
DOC-00527,digital,near_prime,0.6859,0.4766,0.2243,0.6034,0,0,moderate
DOC-00528,digital,near_prime,0.8326,0.5058,0.1988,0.6516,0,0,elevated
DOC-00529,branch,subprime,0.8055,0.4648,0.261,,0,0,low
DOC-00530,branch,near_prime,0.7727,0.3158,0.3499,0.2457,0,0,low
DOC-00531,digital,near_prime,0.7497,0.1902,0.2263,0.6785,0,0,low
DOC-00532,digital,prime,0.8381,0.3805,0.6309,0.6404,0,0,low
DOC-00533,call_center,prime,0.871,0.3288,0.019,0.4764,0,0,elevated
DOC-00534,digital,prime,0.8775,0.2535,0.4017,,0,0,low
DOC-00535,branch,near_prime,0.755,0.2722,0.0641,0.7776,0,0,elevated
DOC-00536,digital,near_prime,0.7864,0.2978,0.1567,0.6665,0,0,moderate
DOC-00537,digital,prime,0.5949,0.3483,0.3394,,0,0,low
DOC-00538,call_center,prime,0.7534,0.3329,0.4024,0.5823,0,0,low
DOC-00539,branch,near_prime,1.0141,0.4176,0.1983,0.3926,0,0,elevated
DOC-00540,digital,subprime,0.7006,0.2958,0.3589,,0,0,moderate
DOC-00541,digital,prime,0.8825,0.6384,0.0,,0,0,moderate
DOC-00542,digital,near_prime,0.8478,0.5187,0.3102,0.7948,0,0,moderate
DOC-00543,branch,near_prime,0.6737,0.3134,0.0,0.4801,0,0,low
DOC-00544,digital,near_prime,0.5802,0.3955,0.14,,0,0,elevated
DOC-00545,digital,near_prime,0.6911,0.2767,0.1919,1.0,0,0,low
DOC-00546,branch,near_prime,0.92,0.4058,0.1555,0.6032,0,0,moderate
DOC-00547,branch,prime,0.8937,0.7212,0.3448,0.4141,0,0,low
DOC-00548,digital,subprime,0.8492,0.3461,0.3633,0.24,0,0,moderate
DOC-00549,call_center,prime,0.7342,0.2682,0.4486,0.5465,0,1,low
DOC-00550,branch,prime,0.8539,0.3804,0.3935,0.8443,0,0,elevated
DOC-00551,call_center,subprime,0.6547,0.4315,0.2657,0.7794,0,0,low
DOC-00552,branch,prime,0.8753,0.519,0.0,,0,0,elevated
DOC-00553,digital,prime,0.8268,0.2414,0.2845,,0,0,low
DOC-00554,call_center,near_prime,0.8572,0.2539,0.1801,0.5125,0,1,low
DOC-00555,digital,prime,1.1146,0.3948,0.0,0.6942,0,0,moderate
DOC-00556,digital,prime,1.0876,0.2553,0.6076,0.5405,0,0,low
DOC-00557,call_center,prime,0.6875,0.7827,0.2638,0.4769,0,0,low
DOC-00558,call_center,prime,0.8066,0.05,0.006,0.3407,0,0,low
DOC-00559,branch,prime,0.7784,0.298,0.0,,0,0,elevated
DOC-00560,digital,near_prime,0.8171,0.2845,0.0645,0.2858,1,0,moderate
DOC-00561,branch,near_prime,1.041,0.2272,0.1363,,0,0,low
DOC-00562,digital,near_prime,0.6571,0.4281,0.2211,0.7963,0,0,moderate
DOC-00563,call_center,prime,0.772,0.3202,0.0339,0.7522,0,0,low
DOC-00564,branch,prime,0.9294,0.3309,0.2213,,0,0,moderate
DOC-00565,branch,near_prime,0.7176,0.5094,0.2342,0.7945,0,0,moderate
DOC-00566,digital,prime,0.9612,0.4015,0.5451,,0,0,elevated
DOC-00567,branch,prime,0.7938,0.347,0.203,0.8058,0,0,low
DOC-00568,branch,subprime,0.773,0.248,0.1039,0.6568,0,0,low
DOC-00569,branch,prime,0.8509,0.4987,0.2929,,0,0,low
DOC-00570,digital,near_prime,0.7566,0.2106,0.2919,0.2184,0,0,moderate
DOC-00571,call_center,subprime,0.8925,0.5085,0.1989,0.2989,0,1,low
DOC-00572,branch,prime,0.975,0.2662,0.259,0.4152,0,0,elevated
DOC-00573,branch,prime,0.5132,0.6577,0.2669,0.7642,0,0,low
DOC-00574,digital,prime,0.8981,0.3814,0.2911,,0,0,low
DOC-00575,branch,prime,0.5693,0.3675,0.7095,0.844,0,0,low
DOC-00576,digital,prime,0.5799,0.3295,0.1357,0.6496,0,0,moderate
DOC-00577,call_center,near_prime,0.8726,0.3485,0.2603,0.5607,0,0,moderate
DOC-00578,digital,prime,0.8232,0.4651,0.0,,0,0,low
DOC-00579,branch,prime,0.824,0.2747,0.2792,0.6228,0,0,low
DOC-00580,digital,prime,0.6847,0.2716,0.5052,,0,0,moderate
DOC-00581,call_center,prime,0.719,0.1913,0.5779,0.4281,0,0,low
DOC-00582,call_center,near_prime,0.7485,0.4225,0.3244,,0,0,low
DOC-00583,branch,prime,0.6005,0.2126,0.1775,0.6792,0,0,elevated
DOC-00584,digital,near_prime,0.8355,0.219,0.2412,0.7601,0,0,low
DOC-00585,call_center,near_prime,0.7534,0.5394,0.3452,0.857,0,0,moderate
DOC-00586,branch,prime,0.8426,0.0666,0.4349,0.5826,0,0,elevated
DOC-00587,digital,near_prime,0.5114,0.0676,0.2411,,0,1,low
DOC-00588,branch,subprime,0.4967,0.2998,0.1631,,0,0,low
DOC-00589,digital,near_prime,0.7137,0.3523,0.2064,0.7484,0,0,moderate
DOC-00590,digital,prime,0.753,0.4849,0.0,0.5216,0,1,moderate
DOC-00591,call_center,subprime,0.8358,0.3924,0.0,,0,0,moderate
DOC-00592,branch,prime,0.7223,0.3432,0.3687,0.7149,1,0,low
DOC-00593,branch,near_prime,0.6896,0.4585,0.4604,0.9175,0,0,elevated
DOC-00594,digital,prime,0.6722,0.1479,0.4498,0.9345,1,0,moderate
DOC-00595,digital,prime,0.8802,0.179,0.369,0.6305,1,0,low
DOC-00596,branch,near_prime,0.7918,0.3443,0.1155,0.7056,0,0,low
DOC-00597,branch,subprime,0.9686,0.652,0.1006,,0,0,low
DOC-00598,call_center,prime,0.7703,0.2868,0.1447,0.3144,0,0,moderate
DOC-00599,branch,subprime,0.8227,0.3266,0.1456,1.0,0,0,elevated
DOC-00600,digital,subprime,0.7674,0.274,0.1544,0.7231,0,0,low
DOC-00601,call_center,prime,0.7455,0.2018,0.2267,0.4522,0,0,low
DOC-00602,digital,subprime,0.8172,0.1028,0.1244,,0,0,low
DOC-00603,digital,prime,0.6488,0.4169,0.2881,0.4256,0,0,elevated
DOC-00604,call_center,near_prime,0.7244,0.3756,0.1144,0.5615,0,0,elevated
DOC-00605,call_center,subprime,0.8227,0.2717,0.3208,,0,0,moderate
DOC-00606,branch,prime,0.6959,0.3438,0.0,0.5359,0,1,moderate
DOC-00607,digital,prime,0.5427,0.4067,0.5461,0.7137,0,1,elevated
DOC-00608,branch,prime,0.7168,0.2563,0.2274,0.6983,1,1,low
DOC-00609,branch,prime,0.6519,0.233,0.416,0.9616,0,0,elevated
DOC-00610,digital,near_prime,0.8232,0.1288,0.3009,0.2618,0,0,moderate
DOC-00611,branch,near_prime,0.6378,0.2601,0.3855,,0,0,low
DOC-00612,call_center,near_prime,0.6764,0.4894,0.2935,0.3557,0,0,elevated
DOC-00613,branch,subprime,0.7856,0.2181,0.2332,0.5636,0,0,moderate
DOC-00614,digital,prime,0.728,0.2915,0.35,0.7529,0,0,moderate
DOC-00615,branch,near_prime,0.8384,0.4127,0.496,,0,0,moderate
DOC-00616,call_center,near_prime,0.7912,0.3741,0.2666,,0,0,elevated
DOC-00617,digital,subprime,0.7537,0.4029,0.2895,,0,0,low
DOC-00618,digital,subprime,0.8449,0.4199,0.0412,0.6072,0,0,low
DOC-00619,branch,near_prime,0.8104,0.4381,0.3406,,0,0,elevated
DOC-00620,branch,near_prime,0.714,0.3457,0.4523,0.789,0,0,elevated
DOC-00621,digital,prime,0.8828,0.3577,0.288,,1,0,moderate
DOC-00622,branch,subprime,0.7737,0.5738,0.462,0.3493,0,0,low
DOC-00623,branch,subprime,0.8258,0.3337,0.4198,,0,0,low
DOC-00624,call_center,prime,0.7699,0.4252,0.2784,1.0,0,0,low
DOC-00625,digital,subprime,0.8214,0.2398,0.2045,0.7032,0,0,moderate
DOC-00626,digital,prime,0.7116,0.4545,0.1773,,0,0,moderate
DOC-00627,branch,prime,0.8247,0.4866,0.1334,0.3511,0,0,low
DOC-00628,digital,subprime,0.798,0.3673,0.2192,0.553,0,0,moderate
DOC-00629,branch,prime,0.7617,0.3885,0.3272,0.598,0,0,moderate
DOC-00630,branch,near_prime,0.7835,0.2638,0.1922,0.5681,1,0,moderate
DOC-00631,call_center,near_prime,0.7448,0.2667,0.5685,0.749,0,0,moderate
DOC-00632,branch,prime,0.8374,0.3708,0.2508,0.6184,0,0,low
DOC-00633,branch,prime,0.9494,0.5504,0.321,0.7301,0,0,moderate
DOC-00634,branch,near_prime,0.6931,0.2672,0.2176,0.5744,0,0,low
DOC-00635,digital,near_prime,0.7543,0.5802,0.083,,0,0,moderate
DOC-00636,branch,prime,0.62,0.4485,0.322,0.6956,0,0,moderate
DOC-00637,digital,subprime,0.7436,0.3555,0.2712,0.2797,1,1,moderate
DOC-00638,digital,prime,0.7779,0.2361,0.3122,0.8602,0,1,elevated
DOC-00639,call_center,prime,0.8222,0.5642,0.4637,,0,0,moderate
DOC-00640,branch,subprime,0.6416,0.402,0.0902,,0,0,elevated
DOC-00641,branch,near_prime,0.7017,0.4134,0.3293,,0,0,low
DOC-00642,call_center,near_prime,0.7811,0.5266,0.5455,,1,0,moderate
DOC-00643,digital,prime,1.0984,0.3301,0.4479,,0,0,low
DOC-00644,branch,subprime,0.7963,0.1653,0.3767,0.7525,0,0,low
DOC-00645,call_center,prime,0.7928,0.4949,0.4397,1.0,0,0,low
DOC-00646,branch,near_prime,0.7008,0.1283,0.1711,,0,0,low
DOC-00647,call_center,near_prime,0.7369,0.1942,0.0909,,0,0,low
DOC-00648,call_center,near_prime,0.5119,0.2892,0.4422,0.7366,1,0,moderate
DOC-00649,call_center,subprime,0.7002,0.4429,0.2477,0.4795,0,0,low
DOC-00650,branch,subprime,0.6929,0.2882,0.2927,,0,0,low
DOC-00651,call_center,prime,0.7382,0.5481,0.1509,0.7736,0,0,low
DOC-00652,branch,prime,0.7297,0.2048,0.3166,,0,0,low
DOC-00653,digital,near_prime,1.0064,0.5162,0.0,0.4265,0,0,moderate
DOC-00654,branch,subprime,0.8843,0.4658,0.0306,0.9294,0,0,moderate
DOC-00655,digital,prime,0.7661,0.2866,0.1546,0.4897,0,0,elevated
DOC-00656,branch,prime,0.5682,0.2226,0.0,,0,0,low
DOC-00657,branch,subprime,0.9685,0.266,0.2318,0.4556,1,0,low
DOC-00658,call_center,prime,0.7148,0.2203,0.0918,0.82,0,0,low
DOC-00659,branch,near_prime,0.6814,0.5406,0.1331,,0,1,elevated
DOC-00660,digital,subprime,0.7618,0.2893,0.2358,,0,1,low
DOC-00661,branch,near_prime,0.7604,0.2301,0.3322,,0,0,moderate
DOC-00662,branch,prime,0.9316,0.4074,0.1436,0.506,0,0,low
DOC-00663,digital,near_prime,0.7872,0.2341,0.1949,0.8932,0,0,low
DOC-00664,branch,near_prime,0.8289,0.0993,0.4352,0.7463,0,0,low
DOC-00665,call_center,prime,0.8445,0.3578,0.0,,0,0,low
DOC-00666,call_center,near_prime,0.9437,0.2617,0.1139,0.995,0,0,elevated
DOC-00667,digital,subprime,0.8528,0.4946,0.5178,,0,0,elevated
DOC-00668,digital,near_prime,0.7627,0.5659,0.117,0.5296,0,0,moderate
DOC-00669,branch,near_prime,0.7336,0.3856,0.213,0.3198,0,0,moderate
DOC-00670,call_center,prime,0.6244,0.3084,0.0572,0.6873,0,0,low
DOC-00671,digital,near_prime,0.6699,0.4635,0.2579,0.8766,0,0,low
DOC-00672,digital,subprime,0.445,0.3669,0.181,,0,0,low
DOC-00673,branch,prime,0.8936,0.1146,0.361,0.829,0,0,moderate
DOC-00674,branch,near_prime,0.6949,0.3019,0.0353,0.8163,0,1,low
DOC-00675,branch,subprime,0.7159,0.2133,0.5262,0.4082,0,0,moderate
DOC-00676,call_center,prime,0.8569,0.3285,0.2431,,0,1,low
DOC-00677,digital,near_prime,0.7394,0.1118,0.2719,0.3456,0,1,moderate
DOC-00678,call_center,near_prime,0.8062,0.6032,0.4918,0.4262,0,0,elevated
DOC-00679,digital,near_prime,0.7058,0.3074,0.2948,,0,1,moderate
