application_id,channel,region,annual_income_k,requested_amount_k,bureau_score,dti_ratio,utilization_rate,delinquency_12m,inquiries_6m,employment_tenure_mo,recent_cash_buffer_mo,thin_file_flag,target_default,pd_estimate,score,decision,reason_1,reason_2,reason_3
APP-00328,broker,west,86.7,16.37,643,0.2624,0.4038,0,2,77.1,3.55,0,0,0.425317,616,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00329,branch,west,76.55,17.16,700,0.2911,0.7077,1,3,114.5,4.94,0,0,0.48085,586,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00330,direct,south,35.22,14.41,668,0.1915,0.8406,0,3,84.5,5.42,1,0,0.539096,553,decline,HIGH_UTILIZATION,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00331,branch,south,81.16,18.46,748,0.1548,0.7822,0,2,71.3,5.65,0,1,0.245139,715,approve,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00332,direct,west,75.2,22.85,736,0.7467,0.6658,0,0,26.6,5.07,0,0,0.340271,663,review,HIGH_DTI,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00333,branch,west,88.64,27.46,645,0.2984,0.1825,0,0,96.8,4.95,0,1,0.301246,684,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00334,direct,west,71.77,20.14,710,0.263,0.5395,0,2,61.6,4.96,0,0,0.269328,702,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00335,direct,northeast,159.68,11.77,806,0.6145,0.6777,1,1,20.2,4.75,0,1,0.473496,590,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00336,branch,south,78.93,13.33,725,0.417,0.6584,0,3,48.3,6.21,0,0,0.317974,675,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00337,branch,northeast,51.3,16.06,641,0.1941,0.3472,0,1,51.7,5.91,0,0,0.317741,675,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00338,direct,west,72.66,14.16,748,0.2973,0.5708,0,1,35.0,6.48,0,0,0.220311,729,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00339,direct,northeast,97.83,20.28,679,0.4598,0.9121,3,1,2.4,4.75,1,1,0.877683,367,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00340,branch,midwest,132.82,21.67,637,0.5537,0.421,0,2,86.1,6.72,1,0,0.608897,515,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00341,branch,northeast,115.12,12.6,684,0.2942,0.8397,0,0,54.0,7.72,0,1,0.299094,685,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00342,direct,midwest,95.36,15.02,683,0.5504,0.3088,1,2,65.7,5.76,1,1,0.607794,516,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00343,broker,south,81.64,15.13,755,0.6156,0.7549,0,1,52.1,5.08,0,0,0.347582,659,review,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00344,broker,west,100.92,19.29,781,0.1248,0.5215,0,0,22.0,8.2,0,0,0.161224,761,approve,HIGH_UTILIZATION,HIGH_DTI,SHORT_EMPLOYMENT_TENURE
APP-00345,branch,west,103.2,12.67,712,0.2185,0.654,0,1,36.8,5.02,0,1,0.242661,717,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00346,direct,northeast,89.1,18.07,618,0.2928,0.2049,1,2,53.2,6.27,0,0,0.535725,555,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00347,branch,west,117.15,18.49,719,0.3208,0.3799,0,1,61.1,8.13,0,0,0.203846,738,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00348,direct,midwest,91.41,19.99,735,0.2143,0.3414,1,0,77.3,5.89,0,1,0.240463,718,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00349,direct,south,98.93,22.45,616,0.4575,0.6809,0,1,80.2,3.66,0,1,0.568806,537,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00350,branch,south,114.67,13.85,725,0.6939,0.5943,1,2,52.9,5.97,1,1,0.60958,515,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00351,broker,northeast,136.58,13.85,819,0.2459,0.4534,0,1,49.9,7.21,0,0,0.19515,743,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00352,branch,west,63.95,19.28,747,0.1629,0.2209,1,2,70.5,3.42,0,0,0.309353,680,approve,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING,LOW_CASH_BUFFER
APP-00353,branch,northeast,132.01,3.0,733,0.3801,0.7441,0,2,20.0,4.39,0,0,0.329457,669,review,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00354,branch,west,116.4,10.1,665,0.3941,0.5854,1,0,56.6,6.43,0,1,0.45106,602,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00355,branch,midwest,111.04,17.67,628,0.6905,0.84,0,0,41.1,1.66,1,1,0.755535,434,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00356,branch,west,68.34,23.01,658,0.2533,0.2728,0,3,88.4,6.03,0,0,0.345465,660,review,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00357,branch,northeast,94.18,31.06,746,0.6413,0.3916,0,3,58.1,6.8,0,0,0.339835,663,review,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00358,direct,midwest,78.47,25.49,643,0.7462,0.3896,1,1,65.3,7.34,0,0,0.618204,510,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00359,branch,midwest,92.06,5.58,648,0.4766,0.4215,0,1,56.8,6.17,0,0,0.397005,632,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00360,branch,south,91.47,22.24,688,0.2736,0.4743,0,3,42.9,2.95,0,1,0.379695,641,review,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-00361,direct,midwest,77.03,33.48,669,0.1079,0.7572,0,0,39.8,5.65,0,1,0.274005,699,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00362,branch,west,66.62,12.64,806,0.3506,0.7175,0,0,42.1,3.77,0,1,0.263814,705,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00363,direct,midwest,100.93,8.39,633,0.2855,0.4523,1,1,43.1,5.52,1,1,0.640465,498,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00364,direct,northeast,135.05,23.45,770,0.1657,0.4937,0,1,58.5,2.97,0,1,0.227966,725,approve,HIGH_UTILIZATION,LOW_CASH_BUFFER,HIGH_DTI
APP-00365,branch,west,48.54,22.17,627,0.3546,0.3874,1,2,28.5,6.19,1,1,0.685104,473,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00366,direct,west,59.49,9.21,657,0.5401,0.4571,1,1,62.9,3.27,0,1,0.590713,525,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00367,direct,south,24.0,33.26,753,0.7547,0.5321,0,0,61.2,3.94,1,1,0.465677,594,decline,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00368,broker,northeast,63.13,5.67,670,0.3867,0.7533,1,2,73.6,6.62,0,0,0.536556,555,decline,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00369,direct,west,116.18,20.69,709,0.3411,0.7625,0,2,80.0,8.45,0,0,0.3065,681,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00370,branch,northeast,87.16,21.94,676,0.2382,0.121,0,1,36.8,3.55,0,0,0.267151,703,approve,LOW_BUREAU_SCORE,HIGH_DTI,LOW_CASH_BUFFER
APP-00371,branch,northeast,82.59,17.69,633,0.749,0.5658,0,1,28.8,4.69,1,1,0.694687,468,decline,HIGH_DTI,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00372,broker,west,82.21,33.0,655,0.5603,0.3316,0,2,22.8,3.84,0,0,0.475136,589,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00373,direct,midwest,72.59,19.06,657,0.5375,0.4017,1,2,56.6,3.67,1,1,0.718507,455,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00374,branch,midwest,118.62,18.68,711,0.4755,0.718,0,3,22.4,4.69,0,0,0.396105,632,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00375,direct,south,83.67,19.93,741,0.669,0.511,1,1,30.4,5.2,0,0,0.443103,606,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00376,branch,northeast,63.14,10.27,761,0.5606,0.2089,0,2,40.0,0.69,1,1,0.486199,583,decline,HIGH_DTI,THIN_CREDIT_FILE,LOW_CASH_BUFFER
APP-00377,direct,west,57.0,21.08,637,0.251,0.5476,0,2,32.0,6.32,1,1,0.534584,556,decline,LOW_BUREAU_SCORE,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00378,branch,south,120.56,18.9,755,0.5272,0.1269,0,4,86.4,6.73,0,0,0.295935,687,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00379,branch,south,55.88,23.14,753,0.273,0.1949,0,1,112.5,5.16,0,0,0.183248,749,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00380,direct,northeast,100.48,25.2,770,0.8484,0.3669,0,3,67.6,5.01,1,0,0.546947,549,decline,HIGH_DTI,THIN_CREDIT_FILE,RECENT_CREDIT_SEEKING
APP-00381,broker,northeast,77.0,25.41,616,0.6857,0.4039,0,1,93.2,7.47,0,1,0.540688,553,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00382,direct,northeast,58.18,9.0,663,0.2024,0.8761,0,0,77.3,5.21,0,0,0.339796,663,review,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00383,branch,west,97.36,16.7,540,0.87,0.7477,1,2,2.0,3.75,1,1,0.951263,327,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00384,branch,south,133.96,23.11,663,0.4449,0.3765,1,2,39.8,1.97,1,1,0.708965,460,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00385,direct,midwest,105.13,13.21,770,0.3649,0.4633,0,1,63.0,7.26,0,0,0.222048,728,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00386,direct,midwest,70.23,15.92,672,0.3509,0.6996,1,1,80.7,5.52,1,1,0.611492,514,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00387,branch,northeast,87.89,15.9,644,0.1379,0.51,0,2,126.0,4.35,0,0,0.384959,638,review,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00388,branch,northeast,133.87,29.29,669,0.4982,0.3143,4,1,40.1,4.09,1,1,0.889336,361,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00389,broker,northeast,88.88,5.02,703,0.4327,0.3372,0,2,50.1,5.65,1,1,0.39999,630,decline,HIGH_DTI,THIN_CREDIT_FILE,RECENT_CREDIT_SEEKING
APP-00390,broker,south,83.72,19.89,577,0.6382,0.695,1,0,37.3,4.7,1,0,0.846887,384,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00391,branch,west,71.36,17.96,628,0.492,0.8667,1,3,50.5,1.68,0,1,0.788517,416,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00392,branch,midwest,38.74,19.04,635,0.261,0.3355,1,2,45.5,4.77,1,1,0.656453,489,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00393,broker,south,56.48,23.75,735,0.3951,0.3417,0,1,21.3,5.29,1,0,0.330355,668,review,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00394,direct,northeast,114.78,13.57,679,0.6459,0.6351,0,2,44.5,5.21,0,0,0.465269,594,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00395,direct,midwest,122.97,6.33,642,0.5069,0.3879,0,0,69.2,5.97,0,1,0.38223,640,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00396,branch,west,60.95,19.5,692,0.638,0.8197,0,2,44.6,0.79,1,1,0.682018,475,decline,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00397,branch,midwest,85.72,13.31,606,0.4333,0.4774,1,0,2.0,8.31,0,0,0.63401,501,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00398,branch,midwest,69.3,15.85,617,0.3392,0.7393,1,0,25.7,6.78,0,0,0.580309,531,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00399,branch,northeast,118.18,15.52,566,0.5325,0.8716,0,2,19.4,6.14,0,1,0.72754,450,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00400,broker,south,108.78,15.89,661,0.4995,0.579,1,3,67.6,3.93,0,1,0.64183,497,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00401,broker,midwest,91.9,12.72,698,0.6513,0.39,1,3,62.5,1.82,0,1,0.613987,512,decline,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00402,direct,northeast,105.46,10.88,704,0.5135,0.5565,1,3,60.7,4.49,0,1,0.526184,561,decline,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00403,broker,west,57.83,19.07,717,0.5791,0.8336,2,2,40.4,6.42,1,1,0.734417,446,decline,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00404,branch,midwest,81.21,23.86,690,0.1976,0.4795,0,2,48.6,5.5,0,0,0.273665,699,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00405,branch,west,82.71,27.55,752,0.4288,0.3371,0,0,70.3,2.59,0,0,0.250624,712,approve,HIGH_DTI,LOW_CASH_BUFFER,HIGH_UTILIZATION
APP-00406,branch,west,86.84,5.34,680,0.7849,0.6905,1,4,3.8,6.1,1,1,0.814666,402,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,RECENT_DELINQUENCY
APP-00407,branch,west,53.64,3.0,663,0.3587,0.5173,1,3,44.2,6.43,1,1,0.658704,488,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00408,branch,midwest,68.9,21.72,636,0.2744,0.5201,1,5,55.9,4.65,1,1,0.772176,425,decline,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING,RECENT_DELINQUENCY
APP-00409,branch,northeast,118.44,14.79,631,0.3372,0.3721,1,1,56.9,3.68,0,0,0.565168,539,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00410,direct,midwest,93.99,14.59,786,0.3711,0.6817,1,1,60.7,7.77,0,1,0.36211,651,review,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00411,broker,midwest,109.37,10.2,716,0.2491,0.355,3,3,64.5,3.0,0,1,0.660488,487,decline,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00412,direct,west,92.38,16.55,668,0.3739,0.7097,0,0,14.0,3.86,0,1,0.399829,630,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00413,direct,west,64.08,18.74,637,0.6836,0.5686,0,1,26.6,8.4,0,1,0.517641,565,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00414,branch,west,81.87,19.36,820,0.2626,0.2727,0,2,52.1,7.3,0,0,0.199899,740,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00415,branch,south,84.21,22.98,695,0.579,0.2307,0,0,18.7,5.08,0,0,0.287792,692,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00416,direct,south,103.79,22.61,710,0.3677,0.6524,0,2,47.5,5.76,0,1,0.299336,685,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00417,direct,south,64.83,15.05,567,0.6602,0.9346,2,2,7.7,2.63,1,1,0.958364,323,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00418,branch,midwest,86.87,24.96,689,0.1463,0.6504,0,3,60.9,1.6,0,0,0.397102,632,decline,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,LOW_CASH_BUFFER
APP-00419,broker,midwest,60.4,8.41,738,0.6152,0.1746,0,0,93.4,6.85,0,1,0.218124,730,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-00420,branch,south,102.85,19.1,727,0.0883,0.5669,0,0,126.2,5.18,0,0,0.167049,758,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00421,broker,midwest,102.0,24.29,692,0.2727,0.6495,1,0,61.2,1.64,0,0,0.453577,601,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00422,branch,south,99.16,16.06,722,0.3239,0.6022,1,0,27.3,3.74,1,0,0.471859,590,decline,RECENT_DELINQUENCY,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00423,branch,west,111.13,21.38,688,0.822,0.333,2,1,33.2,3.89,0,0,0.689934,471,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00424,branch,west,67.82,23.12,719,0.3082,0.7627,0,1,68.4,3.1,0,1,0.301854,684,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00425,broker,south,99.56,26.21,692,0.6148,0.6268,0,2,30.3,4.42,0,1,0.439092,608,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00426,broker,west,64.45,14.42,673,0.375,0.4077,1,1,8.9,4.22,0,1,0.498726,576,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00427,direct,midwest,113.0,17.11,715,0.1118,0.3985,0,1,12.2,5.82,0,0,0.187231,747,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00428,branch,south,112.57,6.97,656,0.4786,0.4952,1,0,88.1,4.18,0,1,0.525543,561,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00429,branch,midwest,56.23,21.72,657,0.6138,0.678,2,3,37.2,0.2,1,0,0.901235,354,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00430,direct,south,71.24,25.18,699,0.2701,0.3905,0,1,74.3,6.18,0,0,0.227742,725,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00431,branch,midwest,66.1,17.2,674,0.5234,0.3788,2,2,56.1,4.23,1,1,0.768788,427,decline,RECENT_DELINQUENCY,HIGH_DTI,THIN_CREDIT_FILE
APP-00432,broker,west,109.5,3.06,668,0.1587,0.6355,1,2,27.9,5.64,1,1,0.58035,531,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00433,direct,south,108.68,32.16,720,0.3311,0.6818,0,2,18.2,7.19,0,1,0.278842,697,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00434,direct,west,94.37,13.36,698,0.5863,0.7224,0,1,69.4,5.5,0,0,0.375288,644,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00435,branch,midwest,113.89,23.3,722,0.3289,0.8031,0,2,55.2,2.37,0,0,0.357512,653,review,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00436,broker,south,122.71,12.25,640,0.3378,0.8098,0,0,45.5,8.09,0,0,0.407013,626,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00437,direct,west,103.99,6.48,675,0.2529,0.5408,0,0,37.1,5.72,0,0,0.267231,703,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00438,direct,west,120.05,22.01,735,0.6253,0.7952,2,4,72.0,8.36,0,0,0.687754,472,decline,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00439,branch,south,128.9,11.01,637,0.4145,0.7746,0,3,42.5,3.9,0,1,0.583572,529,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00440,branch,midwest,111.29,13.98,742,0.28,0.1817,0,3,74.4,2.02,0,1,0.282446,695,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,LOW_CASH_BUFFER
APP-00441,branch,northeast,111.13,22.44,650,0.4709,0.7038,1,2,11.4,3.51,1,1,0.778984,422,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00442,broker,midwest,78.67,17.51,674,0.3297,0.7448,0,1,62.4,2.51,0,0,0.420605,619,decline,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00443,direct,midwest,120.95,12.63,651,0.4538,0.6961,0,2,45.6,4.12,0,0,0.507957,571,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00444,broker,midwest,139.24,18.45,689,0.4567,0.0831,0,1,44.0,3.58,0,0,0.292503,689,approve,HIGH_DTI,LOW_BUREAU_SCORE,LOW_CASH_BUFFER
APP-00445,branch,west,132.66,18.96,712,0.4419,0.5503,0,1,43.2,0.2,1,0,0.505652,572,decline,HIGH_DTI,LOW_CASH_BUFFER,THIN_CREDIT_FILE
APP-00446,branch,northeast,55.25,12.16,737,0.1471,0.6193,0,4,64.9,6.52,0,0,0.267918,703,approve,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,HIGH_DTI
APP-00447,direct,midwest,93.03,15.15,805,0.2483,0.5251,2,4,71.7,7.47,0,0,0.524629,561,decline,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00448,branch,west,82.28,18.19,696,0.3894,0.8715,0,3,49.0,5.66,0,0,0.407794,626,decline,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00449,direct,south,60.43,27.37,686,0.4091,0.9217,0,0,45.8,5.17,1,0,0.480875,586,decline,HIGH_UTILIZATION,HIGH_DTI,THIN_CREDIT_FILE
APP-00450,branch,midwest,115.88,15.0,637,0.1097,0.8676,0,0,92.2,5.26,0,1,0.369038,647,review,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00451,direct,midwest,94.44,26.69,755,0.5065,0.156,1,2,41.9,2.38,1,1,0.550625,547,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00452,branch,south,53.19,24.91,703,0.2585,0.6545,1,3,50.8,3.78,0,0,0.479067,587,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00453,branch,midwest,123.35,6.28,644,0.3603,0.3514,1,0,67.5,2.42,1,1,0.652652,491,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00454,direct,midwest,24.47,30.61,573,0.4721,0.6224,0,2,3.8,0.2,1,1,0.859741,377,decline,LOW_BUREAU_SCORE,HIGH_DTI,LOW_CASH_BUFFER
APP-00455,direct,west,103.42,16.21,723,0.3833,0.4425,0,0,61.2,3.38,0,0,0.240662,718,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00456,direct,northeast,83.89,11.22,687,0.154,0.54,0,2,60.5,6.47,0,1,0.268144,703,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00457,branch,midwest,57.48,9.33,709,0.7697,0.6409,0,3,64.3,0.2,1,1,0.695967,467,decline,HIGH_DTI,LOW_CASH_BUFFER,THIN_CREDIT_FILE
APP-00458,branch,northeast,101.08,7.47,698,0.2419,0.6931,1,1,55.5,7.31,0,0,0.375862,643,review,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00459,direct,south,49.79,13.18,664,0.4009,0.4294,1,4,35.5,0.2,1,1,0.785943,418,decline,RECENT_CREDIT_SEEKING,LOW_BUREAU_SCORE,HIGH_DTI
APP-00460,branch,northeast,149.63,21.01,581,0.6561,0.7142,0,2,23.0,3.33,1,1,0.831947,392,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00461,branch,south,98.63,18.47,718,0.2146,0.5863,0,4,62.6,4.09,0,0,0.321045,673,review,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION,HIGH_DTI
APP-00462,branch,south,72.58,14.54,644,0.5331,0.759,3,2,16.4,1.86,1,1,0.930109,338,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00463,broker,midwest,74.35,15.1,697,0.5019,0.5677,1,0,29.9,5.67,0,1,0.411349,624,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00464,broker,west,129.46,19.28,666,0.3089,0.8294,0,1,78.5,2.96,0,0,0.43874,609,decline,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00465,broker,northeast,111.68,5.74,684,0.242,0.7991,0,2,68.1,4.2,0,0,0.375748,643,review,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00466,branch,midwest,46.3,3.0,752,0.4182,0.1832,0,3,35.5,4.82,1,1,0.37937,641,review,HIGH_DTI,THIN_CREDIT_FILE,RECENT_CREDIT_SEEKING
APP-00467,branch,northeast,116.28,17.99,731,0.2954,0.5858,1,3,85.1,4.75,0,0,0.415107,622,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00468,broker,south,98.63,12.13,701,0.1335,0.6864,0,0,56.1,6.57,0,0,0.206846,736,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00469,branch,west,77.29,19.67,569,0.6259,0.6333,2,0,21.8,5.9,1,1,0.89656,357,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00470,branch,midwest,103.29,26.78,687,0.22,0.3746,0,1,106.2,4.63,0,0,0.258258,708,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00471,branch,south,78.57,19.32,780,0.2728,0.597,1,1,67.6,7.11,0,0,0.319337,674,approve,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
