account_id,channel,fico_band,ltv_ratio,dti_ratio,payment_shock_index,verified_income_stability,manual_override_flag,self_employed_flag,zip_risk_band
DOC-00352,branch,near_prime,0.8993,0.5443,0.3927,0.295,0,1,low
DOC-00353,digital,subprime,0.8835,0.4953,0.1691,0.5846,0,0,low
DOC-00354,digital,near_prime,0.8335,0.4293,0.3392,0.855,0,0,moderate
DOC-00355,digital,subprime,0.7679,0.7524,0.2932,,0,0,low
DOC-00356,call_center,near_prime,0.8026,0.126,0.2177,0.6904,0,0,moderate
DOC-00357,call_center,prime,0.8078,0.3761,0.0507,,0,0,low
DOC-00358,call_center,prime,0.786,0.3249,0.0796,0.5932,0,0,elevated
DOC-00359,call_center,subprime,0.8411,0.4797,0.1381,,0,0,low
DOC-00360,call_center,prime,0.858,0.3962,0.0,0.2866,0,0,low
DOC-00361,branch,near_prime,0.9133,0.281,0.2421,0.644,0,0,moderate
DOC-00362,digital,prime,0.8943,0.506,0.1353,0.3213,0,0,low
DOC-00363,digital,prime,0.7628,0.3556,0.2802,0.7145,0,0,moderate
DOC-00364,branch,prime,0.7911,0.2851,0.2961,0.5782,0,1,moderate
DOC-00365,branch,prime,0.7261,0.3149,0.2359,0.2754,0,0,moderate
DOC-00366,branch,subprime,0.8295,0.1736,0.3659,1.0,0,0,low
DOC-00367,digital,prime,0.6909,0.4757,0.084,,0,0,low
DOC-00368,call_center,subprime,0.9648,0.1205,0.0145,0.537,0,0,low
DOC-00369,branch,subprime,0.6519,0.33,0.2764,,0,0,low
DOC-00370,call_center,near_prime,0.8236,0.4552,0.2843,,0,0,low
DOC-00371,digital,near_prime,0.8295,0.4573,0.341,0.7085,0,0,low
DOC-00372,call_center,prime,0.8446,0.4482,0.2956,,0,0,low
DOC-00373,branch,subprime,1.1088,0.3922,0.2916,0.6761,0,0,low
DOC-00374,digital,prime,0.742,0.3822,0.1073,,0,0,moderate
DOC-00375,call_center,prime,0.7364,0.1776,0.0332,,0,0,low
DOC-00376,digital,prime,0.8358,0.2543,0.2661,0.1964,0,0,elevated
DOC-00377,digital,near_prime,0.685,0.1466,0.0,0.6459,0,0,low
DOC-00378,branch,prime,0.8229,0.5029,0.2346,0.5951,0,0,elevated
DOC-00379,branch,prime,1.0867,0.3674,0.1266,0.3927,1,0,low
DOC-00380,branch,near_prime,0.7892,0.5363,0.0,0.5129,1,0,moderate
DOC-00381,call_center,subprime,0.8083,0.5105,0.028,,0,0,low
DOC-00382,digital,prime,0.8281,0.3238,0.0,1.0,0,0,low
DOC-00383,branch,near_prime,0.7741,0.3021,0.5742,0.7531,0,1,low
DOC-00384,branch,subprime,0.6949,0.3601,0.0033,,0,0,elevated
DOC-00385,branch,subprime,0.6364,0.2889,0.292,0.3723,0,0,low
DOC-00386,call_center,near_prime,0.9784,0.3992,0.3041,0.3684,0,0,low
DOC-00387,digital,prime,0.7558,0.461,0.1583,,0,0,elevated
DOC-00388,digital,near_prime,0.817,0.3057,0.1772,0.8949,1,1,elevated
DOC-00389,branch,prime,0.6783,0.5698,0.3002,0.5376,0,0,moderate
DOC-00390,branch,prime,0.7111,0.2408,0.5467,0.6392,0,0,moderate
DOC-00391,branch,prime,0.8429,0.1964,0.4033,0.841,0,0,low
DOC-00392,branch,near_prime,0.7357,0.2769,0.139,0.8453,0,0,low
DOC-00393,digital,near_prime,0.8805,0.4225,0.013,,0,0,low
DOC-00394,branch,near_prime,0.8686,0.3902,0.3421,0.6814,0,0,moderate
DOC-00395,digital,near_prime,0.6837,0.1982,0.3519,0.5489,0,0,low
DOC-00396,branch,prime,0.945,0.2611,0.0397,0.6034,1,0,moderate
DOC-00397,call_center,prime,0.767,0.5012,0.0,0.5587,0,0,low
DOC-00398,branch,prime,0.8864,0.408,0.2781,,0,0,elevated
DOC-00399,branch,near_prime,0.6226,0.0584,0.0,0.8168,0,1,low
DOC-00400,branch,subprime,0.7668,0.3753,0.2502,1.0,0,0,low
DOC-00401,branch,near_prime,0.8854,0.3173,0.0,0.7698,0,0,low
DOC-00402,call_center,prime,0.7771,0.3583,0.1581,0.7579,0,0,low
DOC-00403,call_center,subprime,0.7751,0.4614,0.0,0.8374,0,0,low
DOC-00404,call_center,near_prime,0.7729,0.4848,0.3986,0.6371,0,0,moderate
DOC-00405,call_center,subprime,1.0164,0.3996,0.4981,,0,0,elevated
DOC-00406,digital,prime,0.7443,0.4977,0.2669,0.769,0,0,low
DOC-00407,digital,prime,0.8495,0.2398,0.4117,0.726,0,0,low
DOC-00408,digital,near_prime,0.7208,0.3052,0.2506,0.3437,0,0,low
DOC-00409,branch,prime,0.7378,0.4847,0.3316,0.8603,0,0,moderate
DOC-00410,branch,prime,0.8431,0.1225,0.529,0.4737,0,0,low
DOC-00411,branch,prime,0.9216,0.3586,0.152,,0,0,low
DOC-00412,digital,subprime,0.6073,0.2727,0.0,0.6648,0,0,low
DOC-00413,branch,prime,0.8362,0.3606,0.2392,0.533,0,0,elevated
DOC-00414,digital,near_prime,0.8016,0.3359,0.6054,,0,0,moderate
DOC-00415,branch,near_prime,0.7829,0.248,0.4426,0.4528,0,0,low
DOC-00416,digital,near_prime,0.7776,0.422,0.5667,,0,0,elevated
DOC-00417,branch,near_prime,0.6741,0.1806,0.25,,0,0,moderate
DOC-00418,branch,prime,0.8827,0.395,0.1894,0.6701,0,0,low
DOC-00419,digital,near_prime,0.7105,0.3319,0.0308,0.353,0,0,low
